Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s],SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
29846, ,1.762914118095948,2.4374441501222216e-10,None,None,None,None, , , , , 
29847, ,1.762914118095948,2.6126752255633265e-10,None,None,None,None, , , , , 
29848, ,1.762914118095948,2.8005038941836253e-10,None,None,None,None, , , , , 
29849, ,1.762914118095948,3.0018358135755917e-10,None,None,None,None, , , , , 
29850, ,1.762914118095948,3.2176417502507347e-10,None,None,None,None, , , , , 
29851, ,1.762914118095948,3.4489622604057533e-10,None,None,None,None, , , , , 
29852, ,1.762914118095948,3.696912707195032e-10,None,None,None,None, , , , , 
29853, ,1.762914118095948,3.9626886387014783e-10,None,None,None,None, , , , , 
29854, ,1.762914118095948,4.2475715525368935e-10,None,None,None,None, , , , , 
29855, ,1.762914118095948,4.552935074866938e-10,None,None,None,None, , , , , 
29856, ,1.762914118095948,4.880251583654433e-10,None,None,None,None, , , , , 
29857, ,1.762914118095948,5.231099308056258e-10,None,None,None,None, , , , , 
29858, ,1.762914118095948,5.60716993820547e-10,None,None,None,None, , , , , 
29859, ,1.762914118095948,6.010276782070387e-10,None,None,None,None, , , , , 
29860, ,1.762914118095948,6.442363508721371e-10,None,None,None,None, , , , , 
29861, ,1.762914118095948,6.905513520162316e-10,None,None,None,None, , , , , 
29862, ,1.762914118095948,7.401959996915653e-10,None,None,None,None, , , , , 
29863, ,1.762914118095948,7.934096665797492e-10,None,None,None,None, , , , , 
29864, ,1.762914118095948,8.504489341802668e-10,None,None,None,None, , , , , 
29865, ,1.762914118095948,9.115888299750837e-10,None,None,None,None, , , , , 
29866, ,1.762914118095948,9.771241535346502e-10,None,None,None,None, , , , , 
29867, ,1.762914118095948,1.0473708979594486e-09,None,None,None,None, , , , , 
29868, ,1.762914118095948,1.1226677735108114e-09,None,None,None,None, , , , , 
29869, ,1.762914118095948,1.2033778407775904e-09,None,None,None,None, , , , , 
29870, ,1.762914118095948,1.289890261253308e-09,None,None,None,None, , , , , 
29871, ,1.762914118095948,1.3826221737646535e-09,None,None,None,None, , , , , 
29872, ,1.762914118095948,1.4820207057988602e-09,None,None,None,None, , , , , 
29873, ,1.762914118095948,1.5885651294280526e-09,None,None,None,None, , , , , 
29874, ,1.762914118095948,1.702769172225898e-09,None,None,None,None, , , , , 
29875, ,1.762914118095948,1.825183494319039e-09,None,None,None,None, , , , , 
29876, ,1.762914118095948,1.956398343517065e-09,None,None,None,None, , , , , 
29877, ,1.762914118095948,2.0970464013232305e-09,None,None,None,None, , , , , 
29878, ,1.762914118095948,2.2478058335487303e-09,None,None,None,None, , , , , 
29879, ,1.762914118095948,2.409403560239527e-09,None,None,None,None, , , , , 
29880, ,1.762914118095948,2.582618760682675e-09,None,None,None,None, , , , , 
29881, ,1.762914118095948,2.768286630392061e-09,None,None,None,None, , , , , 
29882, ,1.762914118095948,2.9673024081888724e-09,None,None,None,None, , , , , 
29883, ,1.762914118095948,3.180625692794119e-09,None,None,None,None, , , , , 
29884, ,1.762914118095948,3.409285069746807e-09,None,None,None,None, , , , , 
29885, ,1.762914118095948,3.654383070957262e-09,None,None,None,None, , , , , 
29886, ,1.762914118095948,3.917101490809261e-09,None,None,None,None, , , , , 
29887, ,1.762914118095948,4.198707084443906e-09,None,None,None,None, , , , , 
29888, ,1.762914118095948,4.500557675700488e-09,None,None,None,None, , , , , 
29889, ,1.762914118095948,4.824108704165374e-09,None,None,None,None, , , , , 
29890, ,1.762914118095948,5.170920242896755e-09,None,None,None,None, , , , , 
29891, ,1.762914118095948,5.542664520663096e-09,None,None,None,None, , , , , 
29892, ,1.762914118095948,5.941133984965041e-09,None,None,None,None, , , , , 
29893, ,1.762914118095948,6.3682499447185856e-09,None,None,None,None, , , , , 
29894, ,1.762914118095948,6.826071834272379e-09,None,None,None,None, , , , , 
29895, ,1.762914118095948,7.3168071434271765e-09,None,None,None,None, , , , , 
29896, ,1.762914118095948,7.842822061337681e-09,None,None,None,None, , , , , 
29897, ,1.762914118095948,8.406652885618316e-09,None,None,None,None, , , , , 
29898, ,1.762914118095948,9.011018251665036e-09,None,None,None,None, , , , , 
29899, ,1.762914118095948,9.658832241158707e-09,None,None,None,None, , , , , 
29900, ,1.762914118095948,1.0353218432956616e-08,None,None,None,None, , , , , 
29901, ,1.762914118095948,1.1097524964120722e-08,None,None,None,None, , , , , 
29902, ,1.762914118095948,1.1895340673703208e-08,None,None,None,None, , , , , 
29903, ,1.762914118095948,1.2750512407130128e-08,None,None,None,None, , , , , 
29904, ,1.762914118095948,1.3667163564620044e-08,None,None,None,None, , , , , 
29905, ,1.762914118095948,1.4649713983072851e-08,None,None,None,None, , , , , 
29906, ,1.762914118095948,1.5702901247293774e-08,None,None,None,None, , , , , 
29907, ,1.762914118095948,1.683180353330955e-08,None,None,None,None, , , , , 
29908, ,1.762914118095948,1.804186409392072e-08,None,None,None,None, , , , , 
29909, ,1.762914118095948,1.933891750455232e-08,None,None,None,None, , , , , 
29910, ,1.762914118095948,2.0729217795953697e-08,None,None,None,None, , , , , 
29911, ,1.762914118095948,2.221946860939524e-08,None,None,None,None, , , , , 
29912, ,1.762914118095948,2.3816855519761606e-08,None,None,None,None, , , , , 
29913, ,1.762914118095948,2.5529080682395162e-08,None,None,None,None, , , , , 
29914, ,1.762914118095948,2.7364399970746666e-08,None,None,None,None, , , , , 
29915, ,1.762914118095948,2.933166278390042e-08,None,None,None,None, , , , , 
29916, ,1.762914118095948,3.1440354715915e-08,None,None,None,None, , , , , 
29917, ,1.762914118095948,3.370064329271925e-08,None,None,None,None, , , , , 
29918, ,1.762914118095948,3.612342699709431e-08,None,None,None,None, , , , , 
29919, ,1.762914118095948,3.8720387818125565e-08,None,None,None,None, , , , , 
29920, ,1.762914118095948,4.1504047578504727e-08,None,None,None,None, , , , , 
29921, ,1.762914118095948,4.448782831127585e-08,None,None,None,None, , , , , 
29922, ,1.762914118095948,4.768611697714474e-08,None,None,None,None, , , , , 
29923, ,1.762914118095948,5.111433483440165e-08,None,None,None,None, , , , , 
29924, ,1.762914118095948,5.478901179593934e-08,None,None,None,None, , , , , 
29925, ,1.762914118095948,5.872786613189478e-08,None,None,None,None, , , , , 
29926, ,1.762914118095948,6.294988990221888e-08,None,None,None,None, , , , , 
29927, ,1.762914118095948,6.747544053110687e-08,None,None,None,None, , , , , 
29928, ,1.762914118095948,7.232633896483534e-08,None,None,None,None, , , , , 
29929, ,1.762914118095948,7.752597488629465e-08,None,None,None,None, , , , , 
29930, ,1.762914118095948,8.309941949353386e-08,None,None,None,None, , , , , 
29931, ,1.762914118095948,8.907354638610439e-08,None,None,None,None, , , , , 
29932, ,1.762914118095948,9.547716114208066e-08,None,None,None,None, , , , , 
29933, ,1.762914118095948,1.0234114021054528e-07,None,None,None,None, , , , , 
29934, ,1.762914118095948,1.0969857978923841e-07,None,None,None,None, , , , , 
29935, ,1.762914118095948,1.1758495540521555e-07,None,None,None,None, , , , , 
29936, ,1.762914118095948,1.2603829296797277e-07,None,None,None,None, , , , , 
29937, ,1.762914118095948,1.350993521198025e-07,None,None,None,None, , , , , 
29938, ,1.762914118095948,1.4481182276745328e-07,None,None,None,None, , , , , 
29939, ,1.762914118095948,1.552225357427048e-07,None,None,None,None, , , , , 
29940, ,1.762914118095948,1.6638168860761273e-07,None,None,None,None, , , , , 
29941, ,1.762914118095948,1.7834308769319093e-07,None,None,None,None, , , , , 
29942, ,1.762914118095948,1.9116440753857e-07,None,None,None,None, , , , , 
29943, ,1.762914118095948,2.049074689815846e-07,None,None,None,None, , , , , 
29944, ,1.762914118095948,2.1963853724165468e-07,None,None,None,None, , , , , 
29945, ,1.762914118095948,2.3542864143224158e-07,None,None,None,None, , , , , 
29946, ,1.762914118095948,2.523539170434766e-07,None,None,None,None, , , , , 
29947, ,1.762914118095948,2.7049597304631316e-07,None,None,None,None, , , , , 
29948, ,1.762914118095948,2.899422853882875e-07,None,None,None,None, , , , , 
29949, ,1.762914118095948,3.107866187782014e-07,None,None,None,None, , , , , 
29950, ,1.762914118095948,3.33129478793467e-07,None,None,None,None, , , , , 
29951, ,1.762914118095948,3.5707859649004626e-07,None,None,None,None, , , , , 
29952, ,1.762914118095948,3.827494478516307e-07,None,None,None,None, , , , , 
29953, ,1.762914118095948,4.1026581058271904e-07,None,None,None,None, , , , , 
29954, ,1.762914118095948,4.397603609302722e-07,None,None,None,None, , , , , 
29955, ,1.762914118095948,4.7137531341167185e-07,None,None,None,None, , , , , 
29956, ,1.762914118095948,5.052631065335679e-07,None,None,None,None, , , , , 
29957, ,1.762914118095948,5.415871378079465e-07,None,None,None,None, , , , , 
29958, ,1.762914118095948,5.805225516094896e-07,None,None,None,None, , , , , 
29959, ,1.762914118095948,6.222570836730232e-07,None,None,None,None, , , , , 
29960, ,1.762914118095948,6.669919663030115e-07,None,None,None,None, , , , , 
29961, ,1.762914118095948,7.149428986597576e-07,None,None,None,None, , , , , 
29962, ,1.762914118095948,7.663410868007445e-07,None,None,None,None, , , , , 
29963, ,1.762914118095948,8.214343584919422e-07,None,None,None,None, , , , , 
29964, ,1.762914118095948,8.804883581643463e-07,None,None,None,None, , , , , 
29965, ,1.762914118095948,9.437878277775371e-07,None,None,None,None, , , , , 
29966, ,1.762914118095948,1.0116379797662072e-06,None,None,None,None, , , , , 
29967, ,1.762914118095948,1.0843659686896086e-06,None,None,None,None, , , , , 
29968, ,1.762914118095948,1.162322468679852e-06,None,None,None,None, , , , , 
29969, ,1.762914118095948,1.245883364295008e-06,None,None,None,None, , , , , 
29970, ,1.762914118095948,1.3354515629298971e-06,None,None,None,None, , , , , 
29971, ,1.762914118095948,1.4314589375234786e-06,None,None,None,None, , , , , 
29972, ,1.762914118095948,1.53436840893001e-06,None,None,None,None, , , , , 
29973, ,1.762914118095948,1.644676177994663e-06,None,None,None,None, , , , , 
29974, ,1.762914118095948,1.762914118095948e-06,None,None,None,None, , , , , 
29975, ,1.762914118095948,1.8896523396912082e-06,None,None,None,None, , , , , 
29976, ,1.762914118095948,2.0255019392306664e-06,None,None,None,None, , , , , 
29977, ,1.762914118095948,2.171117945694501e-06,None,None,None,None, , , , , 
29978, ,1.762914118095948,2.3272024789604077e-06,None,None,None,None, , , , , 
29979, ,1.762914118095948,2.494508135230317e-06,None,None,None,None, , , , , 
29980, ,1.762914118095948,2.673841615839944e-06,None,None,None,None, , , , , 
29981, ,1.762914118095948,2.8660676169482507e-06,None,None,None,None, , , , , 
29982, ,1.762914118095948,3.0721129988617532e-06,None,None,None,None, , , , , 
29983, ,1.762914118095948,3.292971255097148e-06,None,None,None,None, , , , , 
29984, ,1.762914118095948,3.5297073027306505e-06,None,None,None,None, , , , , 
29985, ,1.762914118095948,3.783462617131925e-06,None,None,None,None, , , , , 
29986, ,1.762914118095948,4.0554607358408275e-06,None,None,None,None, , , , , 
29987, ,1.762914118095948,4.3470131581250175e-06,None,None,None,None, , , , , 
29988, ,1.762914118095948,4.6595256686646765e-06,None,None,None,None, , , , , 
29989, ,1.762914118095948,4.99450511585514e-06,None,None,None,None, , , , , 
29990, ,1.762914118095948,5.353566677410719e-06,None,None,None,None, , , , , 
29991, ,1.762914118095948,5.738441648302393e-06,None,None,None,None, , , , , 
29992, ,1.762914118095948,6.150985788580505e-06,None,None,None,None, , , , , 
29993, ,1.762914118095948,6.593188271333541e-06,None,None,None,None, , , , , 
29994, ,1.762914118095948,7.067181273927492e-06,None,None,None,None, , , , , 
29995, ,1.762914118095948,7.575250258771904e-06,None,None,None,None, , , , , 
29996, ,1.762914118095948,8.119844993184007e-06,None,None,None,None, , , , , 
29997, ,1.762914118095948,8.703591361485167e-06,None,None,None,None, , , , , 
29998, ,1.762914118095948,9.329304026284676e-06,None,None,None,None, , , , , 
29999, ,1.762914118095948,1e-05,None,None,None,None, , , , , 
30000, ,1.8251834943190424,1.0000000000000001e-11,None,None,None,None, , , , , 
30001, ,1.8251834943190424,1.0718913192051263e-11,None,None,None,None, , , , , 
30002, ,1.8251834943190424,1.1489510001873107e-11,None,None,None,None, , , , , 
30003, ,1.8251834943190424,1.2315506032928262e-11,None,None,None,None, , , , , 
30004, ,1.8251834943190424,1.3200884008314167e-11,None,None,None,None, , , , , 
30005, ,1.8251834943190424,1.4149912974345786e-11,None,None,None,None, , , , , 
30006, ,1.8251834943190424,1.5167168884709242e-11,None,None,None,None, , , , , 
30007, ,1.8251834943190424,1.6257556664437934e-11,None,None,None,None, , , , , 
30008, ,1.8251834943190424,1.7426333860096473e-11,None,None,None,None, , , , , 
30009, ,1.8251834943190424,1.8679135990207848e-11,None,None,None,None, , , , , 
30010, ,1.8251834943190424,2.0022003718155844e-11,None,None,None,None, , , , , 
30011, ,1.8251834943190424,2.1461411978584013e-11,None,None,None,None, , , , , 
30012, ,1.8251834943190424,2.300430119772921e-11,None,None,None,None, , , , , 
30013, ,1.8251834943190424,2.465811075822604e-11,None,None,None,None, , , , , 
30014, ,1.8251834943190424,2.643081486974103e-11,None,None,None,None, , , , , 
30015, ,1.8251834943190424,2.833096101839318e-11,None,None,None,None, , , , , 
30016, ,1.8251834943190424,3.036771118035461e-11,None,None,None,None, , , , , 
30017, ,1.8251834943190424,3.255088599835057e-11,None,None,None,None, , , , , 
30018, ,1.8251834943190424,3.4891012134067674e-11,None,None,None,None, , , , , 
30019, ,1.8251834943190424,3.739937302478801e-11,None,None,None,None, , , , , 
30020, ,1.8251834943190424,4.0088063288984646e-11,None,None,None,None, , , , , 
30021, ,1.8251834943190424,4.297004704320835e-11,None,None,None,None, , , , , 
30022, ,1.8251834943190424,4.605922041145113e-11,None,None,None,None, , , , , 
30023, ,1.8251834943190424,4.937047852839004e-11,None,None,None,None, , , , , 
30024, ,1.8251834943190424,5.2919787359584366e-11,None,None,None,None, , , , , 
30025, ,1.8251834943190424,5.672426068491989e-11,None,None,None,None, , , , , 
30026, ,1.8251834943190424,6.080224261649427e-11,None,None,None,None, , , , , 
30027, ,1.8251834943190424,6.517339604882421e-11,None,None,None,None, , , , , 
30028, ,1.8251834943190424,6.985879746785235e-11,None,None,None,None, , , , , 
30029, ,1.8251834943190424,7.48810385759003e-11,None,None,None,None, , , , , 
30030, ,1.8251834943190424,8.026433522257174e-11,None,None,None,None, , , , , 
30031, ,1.8251834943190424,8.603464416684492e-11,None,None,None,None, , , , , 
30032, ,1.8251834943190424,9.221978823334341e-11,None,None,None,None, , , , , 
30033, ,1.8251834943190424,9.884959046625586e-11,None,None,None,None, , , , , 
30034, ,1.8251834943190424,1.0595601792776149e-10,None,None,None,None, , , , , 
30035, ,1.8251834943190424,1.1357333583431027e-10,None,None,None,None, , , , , 
30036, ,1.8251834943190424,1.217382727739662e-10,None,None,None,None, , , , , 
30037, ,1.8251834943190424,1.3049019780144016e-10,None,None,None,None, , , , , 
30038, ,1.8251834943190424,1.398713102647236e-10,None,None,None,None, , , , , 
30039, ,1.8251834943190424,1.4992684327860468e-10,None,None,None,None, , , , , 
30040, ,1.8251834943190424,1.6070528182616384e-10,None,None,None,None, , , , , 
30041, ,1.8251834943190424,1.722585965398784e-10,None,None,None,None, , , , , 
30042, ,1.8251834943190424,1.8464249428955463e-10,None,None,None,None, , , , , 
30043, ,1.8251834943190424,1.979166867853557e-10,None,None,None,None, , , , , 
30044, ,1.8251834943190424,2.121451784910628e-10,None,None,None,None, , , , , 
30045, ,1.8251834943190424,2.273965752357932e-10,None,None,None,None, , , , , 
30046, ,1.8251834943190424,2.4374441501222216e-10,None,None,None,None, , , , , 
30047, ,1.8251834943190424,2.6126752255633265e-10,None,None,None,None, , , , , 
30048, ,1.8251834943190424,2.8005038941836253e-10,None,None,None,None, , , , , 
30049, ,1.8251834943190424,3.0018358135755917e-10,None,None,None,None, , , , , 
30050, ,1.8251834943190424,3.2176417502507347e-10,None,None,None,None, , , , , 
30051, ,1.8251834943190424,3.4489622604057533e-10,None,None,None,None, , , , , 
30052, ,1.8251834943190424,3.696912707195032e-10,None,None,None,None, , , , , 
30053, ,1.8251834943190424,3.9626886387014783e-10,None,None,None,None, , , , , 
30054, ,1.8251834943190424,4.2475715525368935e-10,None,None,None,None, , , , , 
30055, ,1.8251834943190424,4.552935074866938e-10,None,None,None,None, , , , , 
30056, ,1.8251834943190424,4.880251583654433e-10,None,None,None,None, , , , , 
30057, ,1.8251834943190424,5.231099308056258e-10,None,None,None,None, , , , , 
30058, ,1.8251834943190424,5.60716993820547e-10,None,None,None,None, , , , , 
30059, ,1.8251834943190424,6.010276782070387e-10,None,None,None,None, , , , , 
30060, ,1.8251834943190424,6.442363508721371e-10,None,None,None,None, , , , , 
30061, ,1.8251834943190424,6.905513520162316e-10,None,None,None,None, , , , , 
30062, ,1.8251834943190424,7.401959996915653e-10,None,None,None,None, , , , , 
30063, ,1.8251834943190424,7.934096665797492e-10,None,None,None,None, , , , , 
30064, ,1.8251834943190424,8.504489341802668e-10,None,None,None,None, , , , , 
30065, ,1.8251834943190424,9.115888299750837e-10,None,None,None,None, , , , , 
30066, ,1.8251834943190424,9.771241535346502e-10,None,None,None,None, , , , , 
30067, ,1.8251834943190424,1.0473708979594486e-09,None,None,None,None, , , , , 
30068, ,1.8251834943190424,1.1226677735108114e-09,None,None,None,None, , , , , 
30069, ,1.8251834943190424,1.2033778407775904e-09,None,None,None,None, , , , , 
30070, ,1.8251834943190424,1.289890261253308e-09,None,None,None,None, , , , , 
30071, ,1.8251834943190424,1.3826221737646535e-09,None,None,None,None, , , , , 
30072, ,1.8251834943190424,1.4820207057988602e-09,None,None,None,None, , , , , 
30073, ,1.8251834943190424,1.5885651294280526e-09,None,None,None,None, , , , , 
30074, ,1.8251834943190424,1.702769172225898e-09,None,None,None,None, , , , , 
30075, ,1.8251834943190424,1.825183494319039e-09,None,None,None,None, , , , , 
30076, ,1.8251834943190424,1.956398343517065e-09,None,None,None,None, , , , , 
30077, ,1.8251834943190424,2.0970464013232305e-09,None,None,None,None, , , , , 
30078, ,1.8251834943190424,2.2478058335487303e-09,None,None,None,None, , , , , 
30079, ,1.8251834943190424,2.409403560239527e-09,None,None,None,None, , , , , 
30080, ,1.8251834943190424,2.582618760682675e-09,None,None,None,None, , , , , 
30081, ,1.8251834943190424,2.768286630392061e-09,None,None,None,None, , , , , 
30082, ,1.8251834943190424,2.9673024081888724e-09,None,None,None,None, , , , , 
30083, ,1.8251834943190424,3.180625692794119e-09,None,None,None,None, , , , , 
30084, ,1.8251834943190424,3.409285069746807e-09,None,None,None,None, , , , , 
30085, ,1.8251834943190424,3.654383070957262e-09,None,None,None,None, , , , , 
30086, ,1.8251834943190424,3.917101490809261e-09,None,None,None,None, , , , , 
30087, ,1.8251834943190424,4.198707084443906e-09,None,None,None,None, , , , , 
30088, ,1.8251834943190424,4.500557675700488e-09,None,None,None,None, , , , , 
30089, ,1.8251834943190424,4.824108704165374e-09,None,None,None,None, , , , , 
30090, ,1.8251834943190424,5.170920242896755e-09,None,None,None,None, , , , , 
30091, ,1.8251834943190424,5.542664520663096e-09,None,None,None,None, , , , , 
30092, ,1.8251834943190424,5.941133984965041e-09,None,None,None,None, , , , , 
30093, ,1.8251834943190424,6.3682499447185856e-09,None,None,None,None, , , , , 
30094, ,1.8251834943190424,6.826071834272379e-09,None,None,None,None, , , , , 
30095, ,1.8251834943190424,7.3168071434271765e-09,None,None,None,None, , , , , 
30096, ,1.8251834943190424,7.842822061337681e-09,None,None,None,None, , , , , 
30097, ,1.8251834943190424,8.406652885618316e-09,None,None,None,None, , , , , 
30098, ,1.8251834943190424,9.011018251665036e-09,None,None,None,None, , , , , 
30099, ,1.8251834943190424,9.658832241158707e-09,None,None,None,None, , , , , 
30100, ,1.8251834943190424,1.0353218432956616e-08,None,None,None,None, , , , , 
30101, ,1.8251834943190424,1.1097524964120722e-08,None,None,None,None, , , , , 
30102, ,1.8251834943190424,1.1895340673703208e-08,None,None,None,None, , , , , 
30103, ,1.8251834943190424,1.2750512407130128e-08,None,None,None,None, , , , , 
30104, ,1.8251834943190424,1.3667163564620044e-08,None,None,None,None, , , , , 
30105, ,1.8251834943190424,1.4649713983072851e-08,None,None,None,None, , , , , 
30106, ,1.8251834943190424,1.5702901247293774e-08,None,None,None,None, , , , , 
30107, ,1.8251834943190424,1.683180353330955e-08,None,None,None,None, , , , , 
30108, ,1.8251834943190424,1.804186409392072e-08,None,None,None,None, , , , , 
30109, ,1.8251834943190424,1.933891750455232e-08,None,None,None,None, , , , , 
30110, ,1.8251834943190424,2.0729217795953697e-08,None,None,None,None, , , , , 
30111, ,1.8251834943190424,2.221946860939524e-08,None,None,None,None, , , , , 
30112, ,1.8251834943190424,2.3816855519761606e-08,None,None,None,None, , , , , 
30113, ,1.8251834943190424,2.5529080682395162e-08,None,None,None,None, , , , , 
30114, ,1.8251834943190424,2.7364399970746666e-08,None,None,None,None, , , , , 
30115, ,1.8251834943190424,2.933166278390042e-08,None,None,None,None, , , , , 
30116, ,1.8251834943190424,3.1440354715915e-08,None,None,None,None, , , , , 
30117, ,1.8251834943190424,3.370064329271925e-08,None,None,None,None, , , , , 
30118, ,1.8251834943190424,3.612342699709431e-08,None,None,None,None, , , , , 
30119, ,1.8251834943190424,3.8720387818125565e-08,None,None,None,None, , , , , 
30120, ,1.8251834943190424,4.1504047578504727e-08,None,None,None,None, , , , , 
30121, ,1.8251834943190424,4.448782831127585e-08,None,None,None,None, , , , , 
30122, ,1.8251834943190424,4.768611697714474e-08,None,None,None,None, , , , , 
30123, ,1.8251834943190424,5.111433483440165e-08,None,None,None,None, , , , , 
30124, ,1.8251834943190424,5.478901179593934e-08,None,None,None,None, , , , , 
30125, ,1.8251834943190424,5.872786613189478e-08,None,None,None,None, , , , , 
30126, ,1.8251834943190424,6.294988990221888e-08,None,None,None,None, , , , , 
30127, ,1.8251834943190424,6.747544053110687e-08,None,None,None,None, , , , , 
30128, ,1.8251834943190424,7.232633896483534e-08,None,None,None,None, , , , , 
30129, ,1.8251834943190424,7.752597488629465e-08,None,None,None,None, , , , , 
30130, ,1.8251834943190424,8.309941949353386e-08,None,None,None,None, , , , , 
30131, ,1.8251834943190424,8.907354638610439e-08,None,None,None,None, , , , , 
30132, ,1.8251834943190424,9.547716114208066e-08,None,None,None,None, , , , , 
30133, ,1.8251834943190424,1.0234114021054528e-07,None,None,None,None, , , , , 
30134, ,1.8251834943190424,1.0969857978923841e-07,None,None,None,None, , , , , 
30135, ,1.8251834943190424,1.1758495540521555e-07,None,None,None,None, , , , , 
30136, ,1.8251834943190424,1.2603829296797277e-07,None,None,None,None, , , , , 
30137, ,1.8251834943190424,1.350993521198025e-07,None,None,None,None, , , , , 
30138, ,1.8251834943190424,1.4481182276745328e-07,None,None,None,None, , , , , 
30139, ,1.8251834943190424,1.552225357427048e-07,None,None,None,None, , , , , 
30140, ,1.8251834943190424,1.6638168860761273e-07,None,None,None,None, , , , , 
30141, ,1.8251834943190424,1.7834308769319093e-07,None,None,None,None, , , , , 
30142, ,1.8251834943190424,1.9116440753857e-07,None,None,None,None, , , , , 
30143, ,1.8251834943190424,2.049074689815846e-07,None,None,None,None, , , , , 
30144, ,1.8251834943190424,2.1963853724165468e-07,None,None,None,None, , , , , 
30145, ,1.8251834943190424,2.3542864143224158e-07,None,None,None,None, , , , , 
30146, ,1.8251834943190424,2.523539170434766e-07,None,None,None,None, , , , , 
30147, ,1.8251834943190424,2.7049597304631316e-07,None,None,None,None, , , , , 
30148, ,1.8251834943190424,2.899422853882875e-07,None,None,None,None, , , , , 
30149, ,1.8251834943190424,3.107866187782014e-07,None,None,None,None, , , , , 
30150, ,1.8251834943190424,3.33129478793467e-07,None,None,None,None, , , , , 
30151, ,1.8251834943190424,3.5707859649004626e-07,None,None,None,None, , , , , 
30152, ,1.8251834943190424,3.827494478516307e-07,None,None,None,None, , , , , 
30153, ,1.8251834943190424,4.1026581058271904e-07,None,None,None,None, , , , , 
30154, ,1.8251834943190424,4.397603609302722e-07,None,None,None,None, , , , , 
30155, ,1.8251834943190424,4.7137531341167185e-07,None,None,None,None, , , , , 
30156, ,1.8251834943190424,5.052631065335679e-07,None,None,None,None, , , , , 
30157, ,1.8251834943190424,5.415871378079465e-07,None,None,None,None, , , , , 
30158, ,1.8251834943190424,5.805225516094896e-07,None,None,None,None, , , , , 
30159, ,1.8251834943190424,6.222570836730232e-07,None,None,None,None, , , , , 
30160, ,1.8251834943190424,6.669919663030115e-07,None,None,None,None, , , , , 
30161, ,1.8251834943190424,7.149428986597576e-07,None,None,None,None, , , , , 
30162, ,1.8251834943190424,7.663410868007445e-07,None,None,None,None, , , , , 
30163, ,1.8251834943190424,8.214343584919422e-07,None,None,None,None, , , , , 
30164, ,1.8251834943190424,8.804883581643463e-07,None,None,None,None, , , , , 
30165, ,1.8251834943190424,9.437878277775371e-07,None,None,None,None, , , , , 
30166, ,1.8251834943190424,1.0116379797662072e-06,None,None,None,None, , , , , 
30167, ,1.8251834943190424,1.0843659686896086e-06,None,None,None,None, , , , , 
30168, ,1.8251834943190424,1.162322468679852e-06,None,None,None,None, , , , , 
30169, ,1.8251834943190424,1.245883364295008e-06,None,None,None,None, , , , , 
30170, ,1.8251834943190424,1.3354515629298971e-06,None,None,None,None, , , , , 
30171, ,1.8251834943190424,1.4314589375234786e-06,None,None,None,None, , , , , 
30172, ,1.8251834943190424,1.53436840893001e-06,None,None,None,None, , , , , 
30173, ,1.8251834943190424,1.644676177994663e-06,None,None,None,None, , , , , 
30174, ,1.8251834943190424,1.762914118095948e-06,None,None,None,None, , , , , 
30175, ,1.8251834943190424,1.8896523396912082e-06,None,None,None,None, , , , , 
30176, ,1.8251834943190424,2.0255019392306664e-06,None,None,None,None, , , , , 
30177, ,1.8251834943190424,2.171117945694501e-06,None,None,None,None, , , , , 
30178, ,1.8251834943190424,2.3272024789604077e-06,None,None,None,None, , , , , 
30179, ,1.8251834943190424,2.494508135230317e-06,None,None,None,None, , , , , 
30180, ,1.8251834943190424,2.673841615839944e-06,None,None,None,None, , , , , 
30181, ,1.8251834943190424,2.8660676169482507e-06,None,None,None,None, , , , , 
30182, ,1.8251834943190424,3.0721129988617532e-06,None,None,None,None, , , , , 
30183, ,1.8251834943190424,3.292971255097148e-06,None,None,None,None, , , , , 
30184, ,1.8251834943190424,3.5297073027306505e-06,None,None,None,None, , , , , 
30185, ,1.8251834943190424,3.783462617131925e-06,None,None,None,None, , , , , 
30186, ,1.8251834943190424,4.0554607358408275e-06,None,None,None,None, , , , , 
30187, ,1.8251834943190424,4.3470131581250175e-06,None,None,None,None, , , , , 
30188, ,1.8251834943190424,4.6595256686646765e-06,None,None,None,None, , , , , 
30189, ,1.8251834943190424,4.99450511585514e-06,None,None,None,None, , , , , 
30190, ,1.8251834943190424,5.353566677410719e-06,None,None,None,None, , , , , 
30191, ,1.8251834943190424,5.738441648302393e-06,None,None,None,None, , , , , 
30192, ,1.8251834943190424,6.150985788580505e-06,None,None,None,None, , , , , 
30193, ,1.8251834943190424,6.593188271333541e-06,None,None,None,None, , , , , 
30194, ,1.8251834943190424,7.067181273927492e-06,None,None,None,None, , , , , 
30195, ,1.8251834943190424,7.575250258771904e-06,None,None,None,None, , , , , 
30196, ,1.8251834943190424,8.119844993184007e-06,None,None,None,None, , , , , 
30197, ,1.8251834943190424,8.703591361485167e-06,None,None,None,None, , , , , 
30198, ,1.8251834943190424,9.329304026284676e-06,None,None,None,None, , , , , 
30199, ,1.8251834943190424,1e-05,None,None,None,None, , , , , 
30200, ,1.8896523396912095,1.0000000000000001e-11,None,None,None,None, , , , , 
30201, ,1.8896523396912095,1.0718913192051263e-11,None,None,None,None, , , , , 
