Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,SommerfeldFile,BranchingRatioFile,Resolution,Kappa0
291, ,0.010353218,1.93E-08,6.62E+17,4.73E-48,3.31E+17,1.63E+12, ,,,
292, ,0.010353218,2.05E-08,7.43E+17,4.73E-48,3.72E+17,2.05E+12, ,,,
293, ,0.010353218,2.17E-08,8.35E+17,4.73E-48,4.17E+17,2.57E+12, ,,,
294, ,0.010353218,2.30E-08,9.37E+17,4.73E-48,4.69E+17,3.22E+12, ,,,
295, ,0.010353218,2.44E-08,1.05E+18,4.73E-48,5.26E+17,4.04E+12, ,,,
296, ,0.010353218,2.58E-08,1.18E+18,4.73E-48,5.91E+17,5.06E+12, ,,,
297, ,0.010353218,2.74E-08,1.33E+18,4.73E-48,6.63E+17,6.33E+12, ,,,
298, ,0.010353218,2.90E-08,1.49E+18,4.73E-48,7.44E+17,7.92E+12, ,,,
299, ,0.010353218,3.07E-08,1.67E+18,4.73E-48,8.36E+17,9.90E+12, ,,,
300, ,0.010353218,3.26E-08,1.88E+18,4.73E-48,9.38E+17,1.24E+13, ,,,
301, ,0.010353218,3.45E-08,2.11E+18,4.73E-48,1.05E+18,1.54E+13, ,,,
302, ,0.010353218,3.65E-08,2.36E+18,4.73E-48,1.18E+18,1.92E+13, ,,,
303, ,0.010353218,3.87E-08,2.65E+18,4.73E-48,1.33E+18,2.39E+13, ,,,
304, ,0.010353218,4.10E-08,2.98E+18,4.73E-48,1.49E+18,2.96E+13, ,,,
305, ,0.010353218,4.35E-08,3.35E+18,4.73E-48,1.67E+18,3.67E+13, ,,,
306, ,0.010353218,4.61E-08,3.76E+18,4.73E-48,1.88E+18,4.54E+13, ,,,
307, ,0.010353218,4.88E-08,4.22E+18,4.73E-48,2.11E+18,5.60E+13, ,,,
308, ,0.010353218,5.17E-08,4.73E+18,4.73E-48,2.37E+18,6.89E+13, ,,,
309, ,0.010353218,5.48E-08,5.32E+18,4.73E-48,2.66E+18,8.45E+13, ,,,
310, ,0.010353218,5.81E-08,5.97E+18,4.73E-48,2.98E+18,1.03E+14, ,,,
311, ,0.010353218,6.15E-08,6.70E+18,4.73E-48,3.35E+18,1.26E+14, ,,,
312, ,0.010353218,6.52E-08,7.52E+18,4.73E-48,3.76E+18,1.53E+14, ,,,
313, ,0.010353218,6.91E-08,8.44E+18,4.73E-48,4.22E+18,1.84E+14, ,,,
314, ,0.010353218,7.32E-08,9.48E+18,4.73E-48,4.74E+18,2.21E+14, ,,,
315, ,0.010353218,7.75E-08,1.06E+19,4.73E-48,5.32E+18,2.64E+14, ,,,
316, ,0.010353218,8.21E-08,1.19E+19,4.73E-48,5.97E+18,3.13E+14, ,,,
317, ,0.010353218,8.70E-08,1.34E+19,4.73E-48,6.71E+18,3.68E+14, ,,,
318, ,0.010353218,9.22E-08,1.51E+19,4.73E-48,7.53E+18,4.30E+14, ,,,
319, ,0.010353218,9.77E-08,1.69E+19,4.73E-48,8.45E+18,4.97E+14, ,,,
320, ,0.010353218,1.04E-07,1.90E+19,4.73E-48,9.49E+18,5.69E+14, ,,,
321, ,0.010353218,1.10E-07,2.13E+19,4.73E-48,1.07E+19,6.43E+14, ,,,
322, ,0.010353218,1.16E-07,2.39E+19,4.73E-48,1.20E+19,7.17E+14, ,,,
323, ,0.010353218,1.23E-07,2.69E+19,4.73E-48,1.34E+19,7.88E+14, ,,,
324, ,0.010353218,1.30E-07,3.02E+19,4.73E-48,1.51E+19,8.52E+14, ,,,
325, ,0.010353218,1.38E-07,3.38E+19,4.73E-48,1.69E+19,9.03E+14, ,,,
326, ,0.010353218,1.46E-07,3.80E+19,4.73E-48,1.90E+19,9.38E+14, ,,,
327, ,0.010353218,1.55E-07,4.27E+19,4.73E-48,2.13E+19,9.51E+14, ,,,
328, ,0.010353218,1.64E-07,4.79E+19,4.73E-48,2.39E+19,9.38E+14, ,,,
329, ,0.010353218,1.74E-07,5.38E+19,4.73E-48,2.69E+19,8.99E+14, ,,,
330, ,0.010353218,1.85E-07,6.04E+19,4.73E-48,3.02E+19,8.32E+14, ,,,
331, ,0.010353218,1.96E-07,6.78E+19,4.73E-48,3.39E+19,7.42E+14, ,,,
332, ,0.010353218,2.07E-07,7.61E+19,4.73E-48,3.80E+19,6.35E+14, ,,,
333, ,0.010353218,2.20E-07,8.54E+19,4.73E-48,4.27E+19,5.17E+14, ,,,
334, ,0.010353218,2.33E-07,9.59E+19,4.73E-48,4.79E+19,4.00E+14, ,,,
335, ,0.010353218,2.47E-07,1.08E+20,4.73E-48,5.38E+19,2.91E+14, ,,,
336, ,0.010353218,2.61E-07,1.21E+20,4.73E-48,6.04E+19,1.98E+14, ,,,
337, ,0.010353218,2.77E-07,1.36E+20,4.73E-48,6.78E+19,1.25E+14, ,,,
338, ,0.010353218,2.93E-07,1.52E+20,4.73E-48,7.62E+19,7.22E+13, ,,,
339, ,0.010353218,3.11E-07,1.71E+20,4.73E-48,8.55E+19,3.80E+13, ,,,
340, ,0.010353218,3.29E-07,1.92E+20,4.73E-48,9.60E+19,1.80E+13, ,,,
341, ,0.010353218,3.49E-07,2.16E+20,4.73E-48,1.08E+20,7.54E+12, ,,,
342, ,0.010353218,3.70E-07,2.42E+20,4.73E-48,1.21E+20,2.76E+12, ,,,
343, ,0.010353218,3.92E-07,2.72E+20,4.73E-48,1.36E+20,8.70507E+11, ,,,
344, ,0.010353218,4.15E-07,3.05E+20,4.73E-48,1.53E+20,2.3129E+11, ,,,
345, ,0.010353218,4.40E-07,3.42E+20,4.73E-48,1.71E+20,50769598186, ,,,
346, ,0.010353218,4.66E-07,3.84E+20,4.73E-48,1.92E+20,8993709012, ,,,
347, ,0.010353218,4.94E-07,4.32E+20,4.73E-48,2.16E+20,1252392514, ,,,
348, ,0.010353218,5.23E-07,4.85E+20,4.73E-48,2.42E+20,133102352.5, ,,,
349, ,0.010353218,5.54E-07,5.44E+20,4.73E-48,2.72E+20,10444286.95, ,,,
350, ,0.010353218,5.87E-07,6.11E+20,4.73E-48,3.05E+20,582985.7049, ,,,
351, ,0.010353218,6.22E-07,6.86E+20,4.73E-48,3.43E+20,22201.31966, ,,,
352, ,0.010353218,6.59E-07,7.70E+20,4.73E-48,3.85E+20,550.391169, ,,,
353, ,0.010353218,6.99E-07,8.64E+20,4.73E-48,4.32E+20,8.426887111, ,,,
354, ,0.010353218,7.40E-07,9.70E+20,4.73E-48,4.85E+20,0.075108997, ,,,
355, ,0.010353218,7.84E-07,1.09E+21,4.73E-48,5.45E+20,0.000364689, ,,,
356, ,0.010353218,8.31E-07,1.22E+21,4.73E-48,6.11E+20,8.95E-07, ,,,
357, ,0.010353218,8.80E-07,1.37E+21,4.73E-48,6.86E+20,1.02E-09, ,,,
358, ,0.010353218,9.33E-07,1.54E+21,4.73E-48,7.71E+20,4.94E-13, ,,,
359, ,0.010353218,9.88E-07,1.73E+21,4.73E-48,8.65E+20,9.10E-17, ,,,
360, ,0.010353218,1.05E-06,1.94E+21,4.73E-48,9.71E+20,5.68E-21, ,,,
361, ,0.010353218,1.11E-06,2.18E+21,4.73E-48,1.09E+21,1.05E-25, ,,,
362, ,0.010353218,1.18E-06,2.45E+21,4.73E-48,1.22E+21,4.95E-31, ,,,
363, ,0.010353218,1.25E-06,2.75E+21,4.73E-48,1.37E+21,5.04E-37, ,,,
364, ,0.010353218,1.32E-06,3.09E+21,4.73E-48,1.54E+21,9.18E-44, ,,,
365, ,0.010353218,1.40E-06,3.46E+21,4.73E-48,1.73E+21,2.42E-51, ,,,
366, ,0.010353218,1.48E-06,3.89E+21,4.73E-48,1.94E+21,7.32E-60, ,,,
367, ,0.010353218,1.57E-06,4.37E+21,4.73E-48,2.18E+21,1.93E-69, ,,,
368, ,0.010353218,1.66E-06,4.90E+21,4.73E-48,2.45E+21,3.32E-80, ,,,
369, ,0.010353218,1.76E-06,5.50E+21,4.73E-48,2.75E+21,2.65E-92, ,,,
370, ,0.010353218,1.87E-06,6.18E+21,4.73E-48,3.09E+21,6.75E-106, ,,,
371, ,0.010353218,1.98E-06,6.94E+21,4.73E-48,3.47E+21,3.59E-121, ,,,
372, ,0.010353218,2.10E-06,7.79E+21,4.73E-48,3.89E+21,2.48E-138, ,,,
373, ,0.010353218,2.22E-06,8.74E+21,4.73E-48,4.37E+21,1.31E-157, ,,,
374, ,0.010353218,2.35E-06,9.81E+21,4.73E-48,4.91E+21,2.90E-179, ,,,
375, ,0.010353218,2.49E-06,1.10E+22,4.73E-48,5.51E+21,1.38E-203, ,,,
376, ,0.010353218,2.64E-06,1.24E+22,4.73E-48,6.18E+21,6.61E-231, ,,,
377, ,0.010353218,2.80E-06,1.39E+22,4.73E-48,6.94E+21,1.37E-261, ,,,
378, ,0.010353218,2.97E-06,1.56E+22,4.73E-48,7.80E+21,4.78E-296, ,,,
379, ,0.010353218,3.14E-06,1.75E+22,4.73E-48,8.75E+21,0, ,,,
380, ,0.010353218,3.33E-06,1.97E+22,4.73E-48,9.83E+21,0, ,,,
381, ,0.010353218,3.53E-06,2.21E+22,4.73E-48,1.10E+22,0, ,,,
382, ,0.010353218,3.74E-06,2.48E+22,4.73E-48,1.24E+22,0, ,,,
383, ,0.010353218,3.96E-06,2.78E+22,4.73E-48,1.39E+22,0, ,,,
384, ,0.010353218,4.20E-06,3.12E+22,4.73E-48,1.56E+22,0, ,,,
385, ,0.010353218,4.45E-06,3.50E+22,4.73E-48,1.75E+22,0, ,,,
386, ,0.010353218,4.71E-06,3.93E+22,4.73E-48,1.97E+22,0, ,,,
387, ,0.010353218,4.99E-06,4.42E+22,4.73E-48,2.21E+22,0, ,,,
388, ,0.010353218,5.29E-06,4.96E+22,4.73E-48,2.48E+22,0, ,,,
389, ,0.010353218,5.61E-06,5.57E+22,4.73E-48,2.78E+22,0, ,,,
390, ,0.010353218,5.94E-06,6.25E+22,4.73E-48,3.13E+22,0, ,,,
391, ,0.010353218,6.29E-06,7.02E+22,4.73E-48,3.51E+22,0, ,,,
392, ,0.010353218,6.67E-06,7.88E+22,4.73E-48,3.94E+22,0, ,,,
393, ,0.010353218,7.07E-06,8.84E+22,4.73E-48,4.42E+22,0, ,,,
394, ,0.010353218,7.49E-06,9.93E+22,4.73E-48,4.96E+22,0, ,,,
395, ,0.010353218,7.93E-06,1.11E+23,4.73E-48,5.57E+22,0, ,,,
396, ,0.010353218,8.41E-06,1.25E+23,4.73E-48,6.26E+22,0, ,,,
397, ,0.010353218,8.91E-06,1.40E+23,4.73E-48,7.02E+22,0, ,,,
398, ,0.010353218,9.44E-06,1.58E+23,4.73E-48,7.89E+22,0, ,,,
399, ,0.010353218,1.00E-05,1.77E+23,4.73E-48,8.85E+22,0, ,,,
400, ,0.010718913,1.00E-10,1.54E+13,4.82E-48,5.44E+12,791.8600498, ,,,
401, ,0.010718913,1.06E-10,1.73E+13,4.82E-48,6.41E+12,1046.381231, ,,,
402, ,0.010718913,1.12E-10,1.94E+13,4.82E-48,7.51E+12,1376.871528, ,,,
403, ,0.010718913,1.19E-10,2.18E+13,4.82E-48,8.77E+12,1804.173696, ,,,
404, ,0.010718913,1.26E-10,2.45E+13,4.82E-48,1.02E+13,2354.414583, ,,,
405, ,0.010718913,1.34E-10,2.75E+13,4.82E-48,1.18E+13,3060.29782, ,,,
406, ,0.010718913,1.41E-10,3.09E+13,4.82E-48,1.36E+13,3962.731136, ,,,
407, ,0.010718913,1.50E-10,3.46E+13,4.82E-48,1.56E+13,5112.882501, ,,,
408, ,0.010718913,1.59E-10,3.89E+13,4.82E-48,1.79E+13,6574.784224, ,,,
409, ,0.010718913,1.68E-10,4.37E+13,4.82E-48,2.05E+13,8428.626971, ,,,
410, ,0.010718913,1.78E-10,4.90E+13,4.82E-48,2.33E+13,10774.9598, ,,,
411, ,0.010718913,1.89E-10,5.50E+13,4.82E-48,2.65E+13,13739.99663, ,,,
412, ,0.010718913,2.00E-10,6.18E+13,4.82E-48,3.00E+13,17482.36197, ,,,
413, ,0.010718913,2.12E-10,6.94E+13,4.82E-48,3.39E+13,22201.59585, ,,,
414, ,0.010718913,2.25E-10,7.79E+13,4.82E-48,3.83E+13,28148.97812, ,,,
415, ,0.010718913,2.38E-10,8.74E+13,4.82E-48,4.32E+13,35641.12621, ,,,
416, ,0.010718913,2.52E-10,9.81E+13,4.82E-48,4.87E+13,45077.18104, ,,,
417, ,0.010718913,2.67E-10,1.10E+14,4.82E-48,5.48E+13,56960.50262, ,,,
418, ,0.010718913,2.83E-10,1.24E+14,4.82E-48,6.16E+13,71925.93347, ,,,
419, ,0.010718913,3.00E-10,1.39E+14,4.82E-48,6.93E+13,90774.18611, ,,,
420, ,0.010718913,3.18E-10,1.56E+14,4.82E-48,7.78E+13,114515.1468, ,,,
421, ,0.010718913,3.37E-10,1.75E+14,4.82E-48,8.74E+13,144422.3272, ,,,
422, ,0.010718913,3.57E-10,1.97E+14,4.82E-48,9.82E+13,182101.5439, ,,,
423, ,0.010718913,3.78E-10,2.21E+14,4.82E-48,1.10E+14,229577.3225, ,,,
424, ,0.010718913,4.01E-10,2.48E+14,4.82E-48,1.24E+14,289401.8433, ,,,
425, ,0.010718913,4.25E-10,2.78E+14,4.82E-48,1.39E+14,364792.1037, ,,,
426, ,0.010718913,4.50E-10,3.12E+14,4.82E-48,1.56E+14,459802.9209, ,,,
427, ,0.010718913,4.77E-10,3.50E+14,4.82E-48,1.75E+14,579544.9611, ,,,
428, ,0.010718913,5.05E-10,3.93E+14,4.82E-48,1.97E+14,730459.3518, ,,,
429, ,0.010718913,5.35E-10,4.42E+14,4.82E-48,2.21E+14,920664.1825, ,,,
430, ,0.010718913,5.67E-10,4.96E+14,4.82E-48,2.48E+14,1160390.941, ,,,
431, ,0.010718913,6.01E-10,5.57E+14,4.82E-48,2.78E+14,1462534.932, ,,,
432, ,0.010718913,6.37E-10,6.25E+14,4.82E-48,3.13E+14,1843348.59, ,,,
433, ,0.010718913,6.75E-10,7.02E+14,4.82E-48,3.51E+14,2323315.811, ,,,
434, ,0.010718913,7.15E-10,7.88E+14,4.82E-48,3.94E+14,2928253.604, ,,,
435, ,0.010718913,7.58E-10,8.84E+14,4.82E-48,4.42E+14,3690700.602, ,,,
436, ,0.010718913,8.03E-10,9.93E+14,4.82E-48,4.96E+14,4651667.097, ,,,
437, ,0.010718913,8.50E-10,1.11E+15,4.82E-48,5.57E+14,5862840.788, ,,,
438, ,0.010718913,9.01E-10,1.25E+15,4.82E-48,6.26E+14,7389366.325, ,,,
439, ,0.010718913,9.55E-10,1.40E+15,4.82E-48,7.02E+14,9313348.947, ,,,
440, ,0.010718913,1.01E-09,1.58E+15,4.82E-48,7.89E+14,11738269.66, ,,,
441, ,0.010718913,1.07E-09,1.77E+15,4.82E-48,8.85E+14,14794549.94, ,,,
442, ,0.010718913,1.14E-09,1.99E+15,4.82E-48,9.94E+14,18646565.33, ,,,
443, ,0.010718913,1.20E-09,2.23E+15,4.82E-48,1.12E+15,23501482.88, ,,,
444, ,0.010718913,1.28E-09,2.51E+15,4.82E-48,1.25E+15,29620401.28, ,,,
445, ,0.010718913,1.35E-09,2.81E+15,4.82E-48,1.41E+15,37332388.17, ,,,
446, ,0.010718913,1.43E-09,3.16E+15,4.82E-48,1.58E+15,47052170.69, ,,,
447, ,0.010718913,1.52E-09,3.55E+15,4.82E-48,1.77E+15,59302431.13, ,,,
448, ,0.010718913,1.61E-09,3.98E+15,4.82E-48,1.99E+15,74741901.69, ,,,
449, ,0.010718913,1.70E-09,4.47E+15,4.82E-48,2.23E+15,94200771.44, ,,,
450, ,0.010718913,1.80E-09,5.02E+15,4.82E-48,2.51E+15,118725300.4, ,,,
451, ,0.010718913,1.91E-09,5.63E+15,4.82E-48,2.82E+15,149634044.6, ,,,
452, ,0.010718913,2.03E-09,6.32E+15,4.82E-48,3.16E+15,188588699.8, ,,,
453, ,0.010718913,2.15E-09,7.10E+15,4.82E-48,3.55E+15,237683372.5, ,,,
454, ,0.010718913,2.27E-09,7.97E+15,4.82E-48,3.98E+15,299557059.7, ,,,
455, ,0.010718913,2.41E-09,8.95E+15,4.82E-48,4.47E+15,377535372.4, ,,,
456, ,0.010718913,2.55E-09,1.00E+16,4.82E-48,5.02E+15,475809096, ,,,
457, ,0.010718913,2.70E-09,1.13E+16,4.82E-48,5.64E+15,599659156.9, ,,,
458, ,0.010718913,2.87E-09,1.27E+16,4.82E-48,6.33E+15,755740023.4, ,,,
459, ,0.010718913,3.04E-09,1.42E+16,4.82E-48,7.11E+15,952436734.5, ,,,
460, ,0.010718913,3.22E-09,1.60E+16,4.82E-48,7.98E+15,1200314608, ,,,
461, ,0.010718913,3.41E-09,1.79E+16,4.82E-48,8.96E+15,1512685706, ,,,
462, ,0.010718913,3.61E-09,2.01E+16,4.82E-48,1.01E+16,1906322246, ,,,
463, ,0.010718913,3.83E-09,2.26E+16,4.82E-48,1.13E+16,2402355055, ,,,
464, ,0.010718913,4.06E-09,2.53E+16,4.82E-48,1.27E+16,3027404918, ,,,
465, ,0.010718913,4.30E-09,2.85E+16,4.82E-48,1.42E+16,3815007026, ,,,
466, ,0.010718913,4.55E-09,3.19E+16,4.82E-48,1.60E+16,4807404247, ,,,
467, ,0.010718913,4.82E-09,3.59E+16,4.82E-48,1.79E+16,6057804389, ,,,
468, ,0.010718913,5.11E-09,4.03E+16,4.82E-48,2.01E+16,7633221023, ,,,
469, ,0.010718913,5.42E-09,4.52E+16,4.82E-48,2.26E+16,9618048142, ,,,
470, ,0.010718913,5.74E-09,5.07E+16,4.82E-48,2.54E+16,12118557211, ,,,
471, ,0.010718913,6.08E-09,5.70E+16,4.82E-48,2.85E+16,15268553452, ,,,
472, ,0.010718913,6.44E-09,6.40E+16,4.82E-48,3.20E+16,19236488220, ,,,
473, ,0.010718913,6.83E-09,7.18E+16,4.82E-48,3.59E+16,24234399800, ,,,
474, ,0.010718913,7.23E-09,8.06E+16,4.82E-48,4.03E+16,30529148998, ,,,
475, ,0.010718913,7.66E-09,9.05E+16,4.82E-48,4.53E+16,38456533294, ,,,
476, ,0.010718913,8.12E-09,1.02E+17,4.82E-48,5.08E+16,48439009754, ,,,
477, ,0.010718913,8.60E-09,1.14E+17,4.82E-48,5.70E+16,61007939063, ,,,
478, ,0.010718913,9.12E-09,1.28E+17,4.82E-48,6.40E+16,76831489283, ,,,
479, ,0.010718913,9.66E-09,1.44E+17,4.82E-48,7.19E+16,96749618778, ,,,
480, ,0.010718913,1.02E-08,1.61E+17,4.82E-48,8.07E+16,1.21818E+11, ,,,
481, ,0.010718913,1.08E-08,1.81E+17,4.82E-48,9.06E+16,1.53362E+11, ,,,
482, ,0.010718913,1.15E-08,2.03E+17,4.82E-48,1.02E+17,1.93048E+11, ,,,
483, ,0.010718913,1.22E-08,2.28E+17,4.82E-48,1.14E+17,2.42966E+11, ,,,
484, ,0.010718913,1.29E-08,2.56E+17,4.82E-48,1.28E+17,3.05737E+11, ,,,
485, ,0.010718913,1.37E-08,2.88E+17,4.82E-48,1.44E+17,3.84649E+11, ,,,
486, ,0.010718913,1.45E-08,3.23E+17,4.82E-48,1.62E+17,4.83821E+11, ,,,
487, ,0.010718913,1.53E-08,3.63E+17,4.82E-48,1.81E+17,6.0841E+11, ,,,
488, ,0.010718913,1.63E-08,4.07E+17,4.82E-48,2.04E+17,7.64869E+11, ,,,
489, ,0.010718913,1.72E-08,4.57E+17,4.82E-48,2.29E+17,9.61261E+11, ,,,
490, ,0.010718913,1.83E-08,5.13E+17,4.82E-48,2.57E+17,1.21E+12, ,,,
491, ,0.010718913,1.93E-08,5.76E+17,4.82E-48,2.88E+17,1.52E+12, ,,,
492, ,0.010718913,2.05E-08,6.47E+17,4.82E-48,3.24E+17,1.90E+12, ,,,
493, ,0.010718913,2.17E-08,7.26E+17,4.82E-48,3.63E+17,2.39E+12, ,,,
494, ,0.010718913,2.30E-08,8.16E+17,4.82E-48,4.08E+17,3.00E+12, ,,,
495, ,0.010718913,2.44E-08,9.16E+17,4.82E-48,4.58E+17,3.75E+12, ,,,
496, ,0.010718913,2.58E-08,1.03E+18,4.82E-48,5.14E+17,4.70E+12, ,,,
497, ,0.010718913,2.74E-08,1.15E+18,4.82E-48,5.77E+17,5.88E+12, ,,,
498, ,0.010718913,2.90E-08,1.30E+18,4.82E-48,6.48E+17,7.35E+12, ,,,
499, ,0.010718913,3.07E-08,1.45E+18,4.82E-48,7.27E+17,9.18E+12, ,,,
500, ,0.010718913,3.26E-08,1.63E+18,4.82E-48,8.16E+17,1.15E+13, ,,,
501, ,0.010718913,3.45E-08,1.83E+18,4.82E-48,9.17E+17,1.43E+13, ,,,
502, ,0.010718913,3.65E-08,2.06E+18,4.82E-48,1.03E+18,1.78E+13, ,,,
503, ,0.010718913,3.87E-08,2.31E+18,4.82E-48,1.16E+18,2.21E+13, ,,,
504, ,0.010718913,4.10E-08,2.59E+18,4.82E-48,1.30E+18,2.74E+13, ,,,
505, ,0.010718913,4.35E-08,2.91E+18,4.82E-48,1.46E+18,3.38E+13, ,,,
506, ,0.010718913,4.61E-08,3.27E+18,4.82E-48,1.63E+18,4.18E+13, ,,,
507, ,0.010718913,4.88E-08,3.67E+18,4.82E-48,1.84E+18,5.15E+13, ,,,
508, ,0.010718913,5.17E-08,4.12E+18,4.82E-48,2.06E+18,6.32E+13, ,,,
509, ,0.010718913,5.48E-08,4.63E+18,4.82E-48,2.31E+18,7.74E+13, ,,,
510, ,0.010718913,5.81E-08,5.19E+18,4.82E-48,2.60E+18,9.44E+13, ,,,
511, ,0.010718913,6.15E-08,5.83E+18,4.82E-48,2.92E+18,1.15E+14, ,,,
512, ,0.010718913,6.52E-08,6.55E+18,4.82E-48,3.27E+18,1.39E+14, ,,,
513, ,0.010718913,6.91E-08,7.35E+18,4.82E-48,3.67E+18,1.67E+14, ,,,
514, ,0.010718913,7.32E-08,8.25E+18,4.82E-48,4.13E+18,2.00E+14, ,,,
515, ,0.010718913,7.75E-08,9.26E+18,4.82E-48,4.63E+18,2.38E+14, ,,,
516, ,0.010718913,8.21E-08,1.04E+19,4.82E-48,5.20E+18,2.81E+14, ,,,
517, ,0.010718913,8.70E-08,1.17E+19,4.82E-48,5.84E+18,3.29E+14, ,,,
518, ,0.010718913,9.22E-08,1.31E+19,4.82E-48,6.55E+18,3.81E+14, ,,,
519, ,0.010718913,9.77E-08,1.47E+19,4.82E-48,7.36E+18,4.38E+14, ,,,
520, ,0.010718913,1.04E-07,1.65E+19,4.82E-48,8.26E+18,4.98E+14, ,,,
521, ,0.010718913,1.10E-07,1.85E+19,4.82E-48,9.27E+18,5.58E+14, ,,,
522, ,0.010718913,1.16E-07,2.08E+19,4.82E-48,1.04E+19,6.18E+14, ,,,
523, ,0.010718913,1.23E-07,2.34E+19,4.82E-48,1.17E+19,6.72E+14, ,,,
524, ,0.010718913,1.30E-07,2.62E+19,4.82E-48,1.31E+19,7.18E+14, ,,,
525, ,0.010718913,1.38E-07,2.95E+19,4.82E-48,1.47E+19,7.52E+14, ,,,
526, ,0.010718913,1.46E-07,3.31E+19,4.82E-48,1.65E+19,7.70E+14, ,,,
527, ,0.010718913,1.55E-07,3.71E+19,4.82E-48,1.86E+19,7.68E+14, ,,,
528, ,0.010718913,1.64E-07,4.17E+19,4.82E-48,2.08E+19,7.45E+14, ,,,
529, ,0.010718913,1.74E-07,4.68E+19,4.82E-48,2.34E+19,7.00E+14, ,,,
530, ,0.010718913,1.85E-07,5.25E+19,4.82E-48,2.63E+19,6.34E+14, ,,,
531, ,0.010718913,1.96E-07,5.90E+19,4.82E-48,2.95E+19,5.52E+14, ,,,
532, ,0.010718913,2.07E-07,6.62E+19,4.82E-48,3.31E+19,4.58E+14, ,,,
533, ,0.010718913,2.20E-07,7.43E+19,4.82E-48,3.72E+19,3.62E+14, ,,,
534, ,0.010718913,2.33E-07,8.35E+19,4.82E-48,4.17E+19,2.70E+14, ,,,
535, ,0.010718913,2.47E-07,9.37E+19,4.82E-48,4.69E+19,1.89E+14, ,,,
536, ,0.010718913,2.61E-07,1.05E+20,4.82E-48,5.26E+19,1.23E+14, ,,,
537, ,0.010718913,2.77E-07,1.18E+20,4.82E-48,5.91E+19,7.37E+13, ,,,
538, ,0.010718913,2.93E-07,1.33E+20,4.82E-48,6.63E+19,4.04E+13, ,,,
539, ,0.010718913,3.11E-07,1.49E+20,4.82E-48,7.44E+19,2.00E+13, ,,,
540, ,0.010718913,3.29E-07,1.67E+20,4.82E-48,8.36E+19,8.80E+12, ,,,
541, ,0.010718913,3.49E-07,1.88E+20,4.82E-48,9.38E+19,3.41E+12, ,,,
542, ,0.010718913,3.70E-07,2.11E+20,4.82E-48,1.05E+20,1.14E+12, ,,,
543, ,0.010718913,3.92E-07,2.36E+20,4.82E-48,1.18E+20,3.26116E+11, ,,,
544, ,0.010718913,4.15E-07,2.65E+20,4.82E-48,1.33E+20,77472934364, ,,,
545, ,0.010718913,4.40E-07,2.98E+20,4.82E-48,1.49E+20,14997790020, ,,,
546, ,0.010718913,4.66E-07,3.35E+20,4.82E-48,1.67E+20,2307272754, ,,,
547, ,0.010718913,4.94E-07,3.76E+20,4.82E-48,1.88E+20,274234495.3, ,,,
548, ,0.010718913,5.23E-07,4.22E+20,4.82E-48,2.11E+20,24397872.78, ,,,
549, ,0.010718913,5.54E-07,4.73E+20,4.82E-48,2.37E+20,1568042.387, ,,,
550, ,0.010718913,5.87E-07,5.32E+20,4.82E-48,2.66E+20,69954.54766, ,,,
551, ,0.010718913,6.22E-07,5.97E+20,4.82E-48,2.98E+20,2071.465655, ,,,
552, ,0.010718913,6.59E-07,6.70E+20,4.82E-48,3.35E+20,38.71762738, ,,,
553, ,0.010718913,6.99E-07,7.52E+20,4.82E-48,3.76E+20,0.431714022, ,,,
554, ,0.010718913,7.40E-07,8.44E+20,4.82E-48,4.22E+20,0.002695382, ,,,
555, ,0.010718913,7.84E-07,9.48E+20,4.82E-48,4.74E+20,8.78E-06, ,,,
556, ,0.010718913,8.31E-07,1.06E+21,4.82E-48,5.32E+20,1.38E-08, ,,,
557, ,0.010718913,8.80E-07,1.19E+21,4.82E-48,5.97E+20,9.49E-12, ,,,
558, ,0.010718913,9.33E-07,1.34E+21,4.82E-48,6.71E+20,2.61E-15, ,,,
559, ,0.010718913,9.88E-07,1.51E+21,4.82E-48,7.53E+20,2.54E-19, ,,,
560, ,0.010718913,1.05E-06,1.69E+21,4.82E-48,8.45E+20,7.78E-24, ,,,
561, ,0.010718913,1.11E-06,1.90E+21,4.82E-48,9.49E+20,6.46E-29, ,,,
562, ,0.010718913,1.18E-06,2.13E+21,4.82E-48,1.07E+21,1.24E-34, ,,,
563, ,0.010718913,1.25E-06,2.39E+21,4.82E-48,1.20E+21,4.61E-41, ,,,
564, ,0.010718913,1.32E-06,2.69E+21,4.82E-48,1.34E+21,2.71E-48, ,,,
565, ,0.010718913,1.40E-06,3.02E+21,4.82E-48,1.51E+21,2.00E-56, ,,,
566, ,0.010718913,1.48E-06,3.38E+21,4.82E-48,1.69E+21,1.45E-65, ,,,
567, ,0.010718913,1.57E-06,3.80E+21,4.82E-48,1.90E+21,7.73E-76, ,,,
568, ,0.010718913,1.66E-06,4.27E+21,4.82E-48,2.13E+21,2.20E-87, ,,,
569, ,0.010718913,1.76E-06,4.79E+21,4.82E-48,2.39E+21,2.33E-100, ,,,
570, ,0.010718913,1.87E-06,5.38E+21,4.82E-48,2.69E+21,6.14E-115, ,,,
571, ,0.010718913,1.98E-06,6.04E+21,4.82E-48,3.02E+21,2.56E-131, ,,,
572, ,0.010718913,2.10E-06,6.78E+21,4.82E-48,3.39E+21,1.02E-149, ,,,
