Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,SommerfeldFile,BranchingRatioFile,Resolution,Kappa0
15691, ,0.149926843,1.93E-08,1.51E+13,1.10E-48,2.04E+12,3308428.784, ,,,
15692, ,0.149926843,2.05E-08,1.69E+13,1.10E-48,2.51E+12,2063698.834, ,,,
15693, ,0.149926843,2.17E-08,1.90E+13,1.10E-48,3.09E+12,1164754.523, ,,,
15694, ,0.149926843,2.30E-08,2.13E+13,1.10E-48,3.78E+12,587626.7226, ,,,
15695, ,0.149926843,2.44E-08,2.39E+13,1.10E-48,4.62E+12,261410.7694, ,,,
15696, ,0.149926843,2.58E-08,2.69E+13,1.10E-48,5.63E+12,100985.5163, ,,,
15697, ,0.149926843,2.74E-08,3.02E+13,1.10E-48,6.83E+12,33301.50194, ,,,
15698, ,0.149926843,2.90E-08,3.38E+13,1.10E-48,8.27E+12,9195.864888, ,,,
15699, ,0.149926843,3.07E-08,3.80E+13,1.10E-48,9.97E+12,2081.089564, ,,,
15700, ,0.149926843,3.26E-08,4.27E+13,1.10E-48,1.20E+13,376.7661559, ,,,
15701, ,0.149926843,3.45E-08,4.79E+13,1.10E-48,1.43E+13,53.11045179, ,,,
15702, ,0.149926843,3.65E-08,5.38E+13,1.10E-48,1.71E+13,5.655033718, ,,,
15703, ,0.149926843,3.87E-08,6.04E+13,1.10E-48,2.03E+13,0.43960214, ,,,
15704, ,0.149926843,4.10E-08,6.78E+13,1.10E-48,2.40E+13,0.024015012, ,,,
15705, ,0.149926843,4.35E-08,7.61E+13,1.10E-48,2.82E+13,0.000883324, ,,,
15706, ,0.149926843,4.61E-08,8.54E+13,1.10E-48,3.31E+13,2.09E-05, ,,,
15707, ,0.149926843,4.88E-08,9.59E+13,1.10E-48,3.86E+13,2.99E-07, ,,,
15708, ,0.149926843,5.17E-08,1.08E+14,1.10E-48,4.48E+13,2.46E-09, ,,,
15709, ,0.149926843,5.48E-08,1.21E+14,1.10E-48,5.19E+13,1.08E-11, ,,,
15710, ,0.149926843,5.81E-08,1.36E+14,1.10E-48,5.99E+13,2.36E-14, ,,,
15711, ,0.149926843,6.15E-08,1.52E+14,1.10E-48,6.88E+13,2.34E-17, ,,,
15712, ,0.149926843,6.52E-08,1.71E+14,1.10E-48,7.88E+13,9.59E-21, ,,,
15713, ,0.149926843,6.91E-08,1.92E+14,1.10E-48,9.00E+13,1.46E-24, ,,,
15714, ,0.149926843,7.32E-08,2.16E+14,1.10E-48,1.02E+14,7.32E-29, ,,,
15715, ,0.149926843,7.75E-08,2.42E+14,1.10E-48,1.16E+14,1.05E-33, ,,,
15716, ,0.149926843,8.21E-08,2.72E+14,1.10E-48,1.32E+14,3.75E-39, ,,,
15717, ,0.149926843,8.70E-08,3.05E+14,1.10E-48,1.49E+14,2.77E-45, ,,,
15718, ,0.149926843,9.22E-08,3.42E+14,1.10E-48,1.68E+14,3.51E-52, ,,,
15719, ,0.149926843,9.77E-08,3.84E+14,1.10E-48,1.90E+14,6.16E-60, ,,,
15720, ,0.149926843,1.04E-07,4.32E+14,1.10E-48,2.14E+14,1.17E-68, ,,,
15721, ,0.149926843,1.10E-07,4.85E+14,1.10E-48,2.41E+14,1.84E-78, ,,,
15722, ,0.149926843,1.16E-07,5.44E+14,1.10E-48,2.71E+14,1.77E-89, ,,,
15723, ,0.149926843,1.23E-07,6.11E+14,1.10E-48,3.05E+14,7.31E-102, ,,,
15724, ,0.149926843,1.30E-07,6.86E+14,1.10E-48,3.42E+14,8.90E-116, ,,,
15725, ,0.149926843,1.38E-07,7.70E+14,1.10E-48,3.84E+14,2.07E-131, ,,,
15726, ,0.149926843,1.46E-07,8.64E+14,1.10E-48,4.32E+14,5.64E-149, ,,,
15727, ,0.149926843,1.55E-07,9.70E+14,1.10E-48,4.85E+14,1.05E-168, ,,,
15728, ,0.149926843,1.64E-07,1.09E+15,1.10E-48,5.44E+14,7.19E-191, ,,,
15729, ,0.149926843,1.74E-07,1.22E+15,1.10E-48,6.11E+14,9.16E-216, ,,,
15730, ,0.149926843,1.85E-07,1.37E+15,1.10E-48,6.86E+14,1.00E-243, ,,,
15731, ,0.149926843,1.96E-07,1.54E+15,1.10E-48,7.71E+14,3.96E-275, ,,,
15732, ,0.149926843,2.07E-07,1.73E+15,1.10E-48,8.65E+14,0, ,,,
15733, ,0.149926843,2.20E-07,1.94E+15,1.10E-48,9.71E+14,0, ,,,
15734, ,0.149926843,2.33E-07,2.18E+15,1.10E-48,1.09E+15,0, ,,,
15735, ,0.149926843,2.47E-07,2.45E+15,1.10E-48,1.22E+15,0, ,,,
15736, ,0.149926843,2.61E-07,2.75E+15,1.10E-48,1.37E+15,0, ,,,
15737, ,0.149926843,2.77E-07,3.09E+15,1.10E-48,1.54E+15,0, ,,,
15738, ,0.149926843,2.93E-07,3.46E+15,1.10E-48,1.73E+15,0, ,,,
15739, ,0.149926843,3.11E-07,3.89E+15,1.10E-48,1.94E+15,0, ,,,
15740, ,0.149926843,3.29E-07,4.37E+15,1.10E-48,2.18E+15,0, ,,,
15741, ,0.149926843,3.49E-07,4.90E+15,1.10E-48,2.45E+15,0, ,,,
15742, ,0.149926843,3.70E-07,5.50E+15,1.10E-48,2.75E+15,0, ,,,
15743, ,0.149926843,3.92E-07,6.18E+15,1.10E-48,3.09E+15,0, ,,,
15744, ,0.149926843,4.15E-07,6.94E+15,1.10E-48,3.47E+15,0, ,,,
15745, ,0.149926843,4.40E-07,7.79E+15,1.10E-48,3.89E+15,0, ,,,
15746, ,0.149926843,4.66E-07,8.74E+15,1.10E-48,4.37E+15,0, ,,,
15747, ,0.149926843,4.94E-07,9.81E+15,1.10E-48,4.91E+15,0, ,,,
15748, ,0.149926843,5.23E-07,1.10E+16,1.10E-48,5.51E+15,0, ,,,
15749, ,0.149926843,5.54E-07,1.24E+16,1.10E-48,6.18E+15,0, ,,,
15750, ,0.149926843,5.87E-07,1.39E+16,1.10E-48,6.94E+15,0, ,,,
15751, ,0.149926843,6.22E-07,1.56E+16,1.10E-48,7.80E+15,0, ,,,
15752, ,0.149926843,6.59E-07,1.75E+16,1.10E-48,8.75E+15,0, ,,,
15753, ,0.149926843,6.99E-07,1.97E+16,1.10E-48,9.83E+15,0, ,,,
15754, ,0.149926843,7.40E-07,2.21E+16,1.10E-48,1.10E+16,0, ,,,
15755, ,0.149926843,7.84E-07,2.48E+16,1.10E-48,1.24E+16,0, ,,,
15756, ,0.149926843,8.31E-07,2.78E+16,1.10E-48,1.39E+16,0, ,,,
15757, ,0.149926843,8.80E-07,3.12E+16,1.10E-48,1.56E+16,0, ,,,
15758, ,0.149926843,9.33E-07,3.50E+16,1.10E-48,1.75E+16,0, ,,,
15759, ,0.149926843,9.88E-07,3.93E+16,1.10E-48,1.97E+16,0, ,,,
15760, ,0.149926843,1.05E-06,4.42E+16,1.10E-48,2.21E+16,0, ,,,
15761, ,0.149926843,1.11E-06,4.96E+16,1.10E-48,2.48E+16,0, ,,,
15762, ,0.149926843,1.18E-06,5.57E+16,1.10E-48,2.78E+16,0, ,,,
15763, ,0.149926843,1.25E-06,6.25E+16,1.10E-48,3.13E+16,0, ,,,
15764, ,0.149926843,1.32E-06,7.02E+16,1.10E-48,3.51E+16,0, ,,,
15765, ,0.149926843,1.40E-06,7.88E+16,1.10E-48,3.94E+16,0, ,,,
15766, ,0.149926843,1.48E-06,8.84E+16,1.10E-48,4.42E+16,0, ,,,
15767, ,0.149926843,1.57E-06,9.93E+16,1.10E-48,4.96E+16,0, ,,,
15768, ,0.149926843,1.66E-06,1.11E+17,1.10E-48,5.57E+16,0, ,,,
15769, ,0.149926843,1.76E-06,1.25E+17,1.10E-48,6.26E+16,0, ,,,
15770, ,0.149926843,1.87E-06,1.40E+17,1.10E-48,7.02E+16,0, ,,,
15771, ,0.149926843,1.98E-06,1.58E+17,1.10E-48,7.89E+16,0, ,,,
15772, ,0.149926843,2.10E-06,1.77E+17,1.10E-48,8.85E+16,0, ,,,
15773, ,0.149926843,2.22E-06,1.99E+17,1.10E-48,9.94E+16,0, ,,,
15774, ,0.149926843,2.35E-06,2.23E+17,1.10E-48,1.12E+17,0, ,,,
15775, ,0.149926843,2.49E-06,2.51E+17,1.10E-48,1.25E+17,0, ,,,
15776, ,0.149926843,2.64E-06,2.81E+17,1.10E-48,1.41E+17,0, ,,,
15777, ,0.149926843,2.80E-06,3.16E+17,1.10E-48,1.58E+17,0, ,,,
15778, ,0.149926843,2.97E-06,3.55E+17,1.10E-48,1.77E+17,0, ,,,
15779, ,0.149926843,3.14E-06,3.98E+17,1.10E-48,1.99E+17,0, ,,,
15780, ,0.149926843,3.33E-06,4.47E+17,1.10E-48,2.23E+17,0, ,,,
15781, ,0.149926843,3.53E-06,5.02E+17,1.10E-48,2.51E+17,0, ,,,
15782, ,0.149926843,3.74E-06,5.63E+17,1.10E-48,2.82E+17,0, ,,,
15783, ,0.149926843,3.96E-06,6.32E+17,1.10E-48,3.16E+17,0, ,,,
15784, ,0.149926843,4.20E-06,7.10E+17,1.10E-48,3.55E+17,0, ,,,
15785, ,0.149926843,4.45E-06,7.97E+17,1.10E-48,3.98E+17,0, ,,,
15786, ,0.149926843,4.71E-06,8.95E+17,1.10E-48,4.47E+17,0, ,,,
15787, ,0.149926843,4.99E-06,1.00E+18,1.10E-48,5.02E+17,0, ,,,
15788, ,0.149926843,5.29E-06,1.13E+18,1.10E-48,5.64E+17,0, ,,,
15789, ,0.149926843,5.61E-06,1.27E+18,1.10E-48,6.33E+17,0, ,,,
15790, ,0.149926843,5.94E-06,1.42E+18,1.10E-48,7.11E+17,0, ,,,
15791, ,0.149926843,6.29E-06,1.60E+18,1.10E-48,7.98E+17,0, ,,,
15792, ,0.149926843,6.67E-06,1.79E+18,1.10E-48,8.96E+17,0, ,,,
15793, ,0.149926843,7.07E-06,2.01E+18,1.10E-48,1.01E+18,0, ,,,
15794, ,0.149926843,7.49E-06,2.26E+18,1.10E-48,1.13E+18,0, ,,,
15795, ,0.149926843,7.93E-06,2.53E+18,1.10E-48,1.27E+18,0, ,,,
15796, ,0.149926843,8.41E-06,2.85E+18,1.10E-48,1.42E+18,0, ,,,
15797, ,0.149926843,8.91E-06,3.19E+18,1.10E-48,1.60E+18,0, ,,,
15798, ,0.149926843,9.44E-06,3.59E+18,1.10E-48,1.79E+18,0, ,,,
15799, ,0.149926843,1.00E-05,4.03E+18,1.10E-48,2.01E+18,0, ,,,
15800, ,0.155222536,1.00E-10,350450703.1,1.31E-48,1621.36196,4.94E-05, ,,,
15801, ,0.155222536,1.06E-10,393439710.6,1.31E-48,2043.535391,7.00E-05, ,,,
15802, ,0.155222536,1.12E-10,441702083.9,1.31E-48,2575.634936,9.90E-05, ,,,
15803, ,0.155222536,1.19E-10,495884695.1,1.31E-48,3246.28321,0.000140076, ,,,
15804, ,0.155222536,1.26E-10,556713766.6,1.31E-48,4091.555562,0.0001982, ,,,
15805, ,0.155222536,1.34E-10,625004604.8,1.31E-48,5156.920587,0.000280441, ,,,
15806, ,0.155222536,1.41E-10,701672528.1,1.31E-48,6499.685906,0.000396804, ,,,
15807, ,0.155222536,1.50E-10,787745134.9,1.31E-48,8192.080752,0.000561448, ,,,
15808, ,0.155222536,1.59E-10,884376076.6,1.31E-48,10325.14118,0.000794402, ,,,
15809, ,0.155222536,1.68E-10,992860520.9,1.31E-48,13013.60684,0.001124006, ,,,
15810, ,0.155222536,1.78E-10,1114652510,1.31E-48,16402.09275,0.001590352, ,,,
15811, ,0.155222536,1.89E-10,1251384452,1.31E-48,20672.86795,0.002250166, ,,,
15812, ,0.155222536,2.00E-10,1404888997,1.31E-48,26055.65948,0.003183697, ,,,
15813, ,0.155222536,2.12E-10,1577223602,1.31E-48,32840.00881,0.004504478, ,,,
15814, ,0.155222536,2.25E-10,1770698109,1.31E-48,41390.84555,0.006373121, ,,,
15815, ,0.155222536,2.38E-10,1987905704,1.31E-48,52168.11573,0.009016837, ,,,
15816, ,0.155222536,2.52E-10,2231757671,1.31E-48,65751.52032,0.012757041, ,,,
15817, ,0.155222536,2.67E-10,2505522415,1.31E-48,82871.69447,0.018048394, ,,,
15818, ,0.155222536,2.83E-10,2812869271,1.31E-48,104449.504,0.025534018, ,,,
15819, ,0.155222536,3.00E-10,3157917682,1.31E-48,131645.5723,0.03612358, ,,,
15820, ,0.155222536,3.18E-10,3545292413,1.31E-48,165922.7008,0.0511037, ,,,
15821, ,0.155222536,3.37E-10,3980185540,1.31E-48,209124.5389,0.072294055, ,,,
15822, ,0.155222536,3.57E-10,4468426038,1.31E-48,263574.734,0.102268086, ,,,
15823, ,0.155222536,3.78E-10,5016557912,1.31E-48,332201.8904,0.144664981, ,,,
15824, ,0.155222536,4.01E-10,5631927901,1.31E-48,418697.0568,0.204630654, ,,,
15825, ,0.155222536,4.25E-10,6322783957,1.31E-48,527712.2063,0.289440969, ,,,
15826, ,0.155222536,4.50E-10,7098385788,1.31E-48,665110.377,0.409382374, ,,,
15827, ,0.155222536,4.77E-10,7969128968,1.31E-48,838280.9182,0.578996086, ,,,
15828, ,0.155222536,5.05E-10,8946684275,1.31E-48,1056536.781,0.818835551, ,,,
15829, ,0.155222536,5.35E-10,10044154116,1.31E-48,1331615.203,1.157948398, ,,,
15830, ,0.155222536,5.67E-10,11276248138,1.31E-48,1678308.676,1.637380732, ,,,
15831, ,0.155222536,6.01E-10,12659480391,1.31E-48,2115260.111,2.315123517, ,,,
15832, ,0.155222536,6.37E-10,14212390664,1.31E-48,2665964.873,3.273092402, ,,,
15833, ,0.155222536,6.75E-10,15955792983,1.31E-48,3360033.523,4.626973573, ,,,
15834, ,0.155222536,7.15E-10,17913054583,1.31E-48,4234783.026,6.540107146, ,,,
15835, ,0.155222536,7.58E-10,20110409105,1.31E-48,5337241.846,9.243055362, ,,,
15836, ,0.155222536,8.03E-10,22577308214,1.31E-48,6726676.493,13.06116996, ,,,
15837, ,0.155222536,8.50E-10,25346816345,1.31E-48,8477775.05,18.45340751, ,,,
15838, ,0.155222536,9.01E-10,28456053871,1.31E-48,10684658.37,26.06694844, ,,,
15839, ,0.155222536,9.55E-10,31946694643,1.31E-48,13465933.91,36.8140012, ,,,
15840, ,0.155222536,1.01E-09,35865524546,1.31E-48,16971063.01,51.97971849, ,,,
15841, ,0.155222536,1.07E-09,40265068587,1.31E-48,21388382.48,73.37369549, ,,,
15842, ,0.155222536,1.14E-09,45204294901,1.31E-48,26955209.78,103.5424401, ,,,
15843, ,0.155222536,1.20E-09,50749405110,1.31E-48,33970572.33,146.0670208, ,,,
15844, ,0.155222536,1.28E-09,56974721642,1.31E-48,42811241.1,205.9795148, ,,,
15845, ,0.155222536,1.35E-09,63963683892,1.31E-48,53951924.78,290.3448397, ,,,
15846, ,0.155222536,1.43E-09,71809966580,1.31E-48,67990701.88,409.0723421, ,,,
15847, ,0.155222536,1.52E-09,80618735297,1.31E-48,85681046.28,576.0458012, ,,,
15848, ,0.155222536,1.61E-09,90508056059,1.31E-48,107972151.1,810.6935239, ,,,
15849, ,0.155222536,1.70E-09,1.0161E+11,1.31E-48,136059695.3,1140.164811, ,,,
15850, ,0.155222536,1.80E-09,1.14075E+11,1.31E-48,171449747.1,1602.338933, ,,,
15851, ,0.155222536,1.91E-09,1.28068E+11,1.31E-48,216039193.9,2249.972434, ,,,
15852, ,0.155222536,2.03E-09,1.43778E+11,1.31E-48,272216952.1,3156.395607, ,,,
15853, ,0.155222536,2.15E-09,1.61415E+11,1.31E-48,342991301.7,4423.305856, ,,,
15854, ,0.155222536,2.27E-09,1.81215E+11,1.31E-48,432150055.1,6191.381395, ,,,
15855, ,0.155222536,2.41E-09,2.03445E+11,1.31E-48,544461975.2,8654.660446, ,,,
15856, ,0.155222536,2.55E-09,2.28401E+11,1.31E-48,685929996.1,12079.90429, ,,,
15857, ,0.155222536,2.70E-09,2.56418E+11,1.31E-48,864109471.5,16832.48896, ,,,
15858, ,0.155222536,2.87E-09,2.87872E+11,1.31E-48,1088508008,23410.74362, ,,,
15859, ,0.155222536,3.04E-09,3.23185E+11,1.31E-48,1371087605,32491.05315, ,,,
15860, ,0.155222536,3.22E-09,3.62829E+11,1.31E-48,1726894991,44986.42287, ,,,
15861, ,0.155222536,3.41E-09,4.07337E+11,1.31E-48,2174852512,62121.48146, ,,,
15862, ,0.155222536,3.61E-09,4.57304E+11,1.31E-48,2738749884,85526.93238, ,,,
15863, ,0.155222536,3.83E-09,5.134E+11,1.31E-48,3448487082,117356.0317, ,,,
15864, ,0.155222536,4.06E-09,5.76378E+11,1.31E-48,4341630835,160424.4345, ,,,
15865, ,0.155222536,4.30E-09,6.47081E+11,1.31E-48,5465362335,218372.2413, ,,,
15866, ,0.155222536,4.55E-09,7.26457E+11,1.31E-48,6878912326,295842.6515, ,,,
15867, ,0.155222536,4.82E-09,8.1557E+11,1.31E-48,8656602503,398664.5248, ,,,
15868, ,0.155222536,5.11E-09,9.15614E+11,1.31E-48,10891639923,534015.4982, ,,,
15869, ,0.155222536,5.42E-09,1.03E+12,1.31E-48,13700844925,710527.3812, ,,,
15870, ,0.155222536,5.74E-09,1.15E+12,1.31E-48,17230533886,938276.0729, ,,,
15871, ,0.155222536,6.08E-09,1.30E+12,1.31E-48,21663827260,1228575.035, ,,,
15872, ,0.155222536,6.44E-09,1.45E+12,1.31E-48,27229711984,1593467.211, ,,,
15873, ,0.155222536,6.83E-09,1.63E+12,1.31E-48,34214256826,2044791.202, ,,,
15874, ,0.155222536,7.23E-09,1.83E+12,1.31E-48,42974460724,2592693.964, ,,,
15875, ,0.155222536,7.66E-09,2.06E+12,1.31E-48,53955308724,3243490.037, ,,,
15876, ,0.155222536,8.12E-09,2.31E+12,1.31E-48,67710718235,3996846.802, ,,,
15877, ,0.155222536,8.60E-09,2.59E+12,1.31E-48,84929179862,4842428.05, ,,,
15878, ,0.155222536,9.12E-09,2.91E+12,1.31E-48,1.06465E+11,5756368.19, ,,,
15879, ,0.155222536,9.66E-09,3.27E+12,1.31E-48,1.33376E+11,6698268.282, ,,,
15880, ,0.155222536,1.02E-08,3.67E+12,1.31E-48,1.66971E+11,7609751.324, ,,,
15881, ,0.155222536,1.08E-08,4.12E+12,1.31E-48,2.08863E+11,8415873.207, ,,,
15882, ,0.155222536,1.15E-08,4.63E+12,1.31E-48,2.61034E+11,9030674.041, ,,,
15883, ,0.155222536,1.22E-08,5.19E+12,1.31E-48,3.2592E+11,9367649.829, ,,,
15884, ,0.155222536,1.29E-08,5.83E+12,1.31E-48,4.06494E+11,9354756.329, ,,,
15885, ,0.155222536,1.37E-08,6.55E+12,1.31E-48,5.06383E+11,8951760.226, ,,,
15886, ,0.155222536,1.45E-08,7.35E+12,1.31E-48,6.29986E+11,8165742.872, ,,,
15887, ,0.155222536,1.53E-08,8.25E+12,1.31E-48,7.8262E+11,7059209.721, ,,,
15888, ,0.155222536,1.63E-08,9.26E+12,1.31E-48,9.70682E+11,5745697.78, ,,,
15889, ,0.155222536,1.72E-08,1.04E+13,1.31E-48,1.20E+12,4370821.072, ,,,
15890, ,0.155222536,1.83E-08,1.17E+13,1.31E-48,1.49E+12,3082026.448, ,,,
15891, ,0.155222536,1.93E-08,1.31E+13,1.31E-48,1.83E+12,1995941.429, ,,,
15892, ,0.155222536,2.05E-08,1.47E+13,1.31E-48,2.25E+12,1174885.119, ,,,
15893, ,0.155222536,2.17E-08,1.65E+13,1.31E-48,2.77E+12,621343.281, ,,,
15894, ,0.155222536,2.30E-08,1.85E+13,1.31E-48,3.39E+12,291405.2244, ,,,
15895, ,0.155222536,2.44E-08,2.08E+13,1.31E-48,4.13E+12,119439.5785, ,,,
15896, ,0.155222536,2.58E-08,2.34E+13,1.31E-48,5.03E+12,42089.33799, ,,,
15897, ,0.155222536,2.74E-08,2.62E+13,1.31E-48,6.10E+12,12519.75356, ,,,
15898, ,0.155222536,2.90E-08,2.95E+13,1.31E-48,7.37E+12,3079.508407, ,,,
15899, ,0.155222536,3.07E-08,3.31E+13,1.31E-48,8.88E+12,612.0815021, ,,,
15900, ,0.155222536,3.26E-08,3.71E+13,1.31E-48,1.07E+13,95.79583853, ,,,
15901, ,0.155222536,3.45E-08,4.17E+13,1.31E-48,1.27E+13,11.4683328, ,,,
15902, ,0.155222536,3.65E-08,4.68E+13,1.31E-48,1.52E+13,1.016601005, ,,,
15903, ,0.155222536,3.87E-08,5.25E+13,1.31E-48,1.80E+13,0.064337604, ,,,
15904, ,0.155222536,4.10E-08,5.90E+13,1.31E-48,2.12E+13,0.00279054, ,,,
15905, ,0.155222536,4.35E-08,6.62E+13,1.31E-48,2.49E+13,7.92E-05, ,,,
15906, ,0.155222536,4.61E-08,7.43E+13,1.31E-48,2.92E+13,1.40E-06, ,,,
15907, ,0.155222536,4.88E-08,8.35E+13,1.31E-48,3.40E+13,1.45E-08, ,,,
15908, ,0.155222536,5.17E-08,9.37E+13,1.31E-48,3.94E+13,8.26E-11, ,,,
15909, ,0.155222536,5.48E-08,1.05E+14,1.31E-48,4.56E+13,2.41E-13, ,,,
15910, ,0.155222536,5.81E-08,1.18E+14,1.31E-48,5.25E+13,3.31E-16, ,,,
15911, ,0.155222536,6.15E-08,1.33E+14,1.31E-48,6.03E+13,1.96E-19, ,,,
15912, ,0.155222536,6.52E-08,1.49E+14,1.31E-48,6.90E+13,4.51E-23, ,,,
15913, ,0.155222536,6.91E-08,1.67E+14,1.31E-48,7.87E+13,3.58E-27, ,,,
15914, ,0.155222536,7.32E-08,1.88E+14,1.31E-48,8.95E+13,8.65E-32, ,,,
15915, ,0.155222536,7.75E-08,2.11E+14,1.31E-48,1.02E+14,5.49E-37, ,,,
15916, ,0.155222536,8.21E-08,2.36E+14,1.31E-48,1.15E+14,7.78E-43, ,,,
15917, ,0.155222536,8.70E-08,2.65E+14,1.31E-48,1.30E+14,2.05E-49, ,,,
15918, ,0.155222536,9.22E-08,2.98E+14,1.31E-48,1.47E+14,8.14E-57, ,,,
15919, ,0.155222536,9.77E-08,3.35E+14,1.31E-48,1.66E+14,3.88E-65, ,,,
15920, ,0.155222536,1.04E-07,3.76E+14,1.31E-48,1.86E+14,1.71E-74, ,,,
15921, ,0.155222536,1.10E-07,4.22E+14,1.31E-48,2.10E+14,5.23E-85, ,,,
15922, ,0.155222536,1.16E-07,4.73E+14,1.31E-48,2.36E+14,7.95E-97, ,,,
15923, ,0.155222536,1.23E-07,5.32E+14,1.31E-48,2.65E+14,4.17E-110, ,,,
15924, ,0.155222536,1.30E-07,5.97E+14,1.31E-48,2.98E+14,4.99E-125, ,,,
15925, ,0.155222536,1.38E-07,6.70E+14,1.31E-48,3.35E+14,8.57E-142, ,,,
15926, ,0.155222536,1.46E-07,7.52E+14,1.31E-48,3.76E+14,1.26E-160, ,,,
15927, ,0.155222536,1.55E-07,8.44E+14,1.31E-48,4.22E+14,8.75E-182, ,,,
15928, ,0.155222536,1.64E-07,9.48E+14,1.31E-48,4.74E+14,1.51E-205, ,,,
15929, ,0.155222536,1.74E-07,1.06E+15,1.31E-48,5.32E+14,3.06E-232, ,,,
15930, ,0.155222536,1.85E-07,1.19E+15,1.31E-48,5.97E+14,3.22E-262, ,,,
15931, ,0.155222536,1.96E-07,1.34E+15,1.31E-48,6.71E+14,6.90E-296, ,,,
15932, ,0.155222536,2.07E-07,1.51E+15,1.31E-48,7.53E+14,0, ,,,
15933, ,0.155222536,2.20E-07,1.69E+15,1.31E-48,8.45E+14,0, ,,,
15934, ,0.155222536,2.33E-07,1.90E+15,1.31E-48,9.49E+14,0, ,,,
15935, ,0.155222536,2.47E-07,2.13E+15,1.31E-48,1.07E+15,0, ,,,
15936, ,0.155222536,2.61E-07,2.39E+15,1.31E-48,1.20E+15,0, ,,,
15937, ,0.155222536,2.77E-07,2.69E+15,1.31E-48,1.34E+15,0, ,,,
15938, ,0.155222536,2.93E-07,3.02E+15,1.31E-48,1.51E+15,0, ,,,
15939, ,0.155222536,3.11E-07,3.38E+15,1.31E-48,1.69E+15,0, ,,,
15940, ,0.155222536,3.29E-07,3.80E+15,1.31E-48,1.90E+15,0, ,,,
15941, ,0.155222536,3.49E-07,4.27E+15,1.31E-48,2.13E+15,0, ,,,
15942, ,0.155222536,3.70E-07,4.79E+15,1.31E-48,2.39E+15,0, ,,,
15943, ,0.155222536,3.92E-07,5.38E+15,1.31E-48,2.69E+15,0, ,,,
15944, ,0.155222536,4.15E-07,6.04E+15,1.31E-48,3.02E+15,0, ,,,
15945, ,0.155222536,4.40E-07,6.78E+15,1.31E-48,3.39E+15,0, ,,,
15946, ,0.155222536,4.66E-07,7.61E+15,1.31E-48,3.80E+15,0, ,,,
15947, ,0.155222536,4.94E-07,8.54E+15,1.31E-48,4.27E+15,0, ,,,
15948, ,0.155222536,5.23E-07,9.59E+15,1.31E-48,4.79E+15,0, ,,,
15949, ,0.155222536,5.54E-07,1.08E+16,1.31E-48,5.38E+15,0, ,,,
15950, ,0.155222536,5.87E-07,1.21E+16,1.31E-48,6.04E+15,0, ,,,
15951, ,0.155222536,6.22E-07,1.36E+16,1.31E-48,6.78E+15,0, ,,,
15952, ,0.155222536,6.59E-07,1.52E+16,1.31E-48,7.62E+15,0, ,,,
15953, ,0.155222536,6.99E-07,1.71E+16,1.31E-48,8.55E+15,0, ,,,
15954, ,0.155222536,7.40E-07,1.92E+16,1.31E-48,9.60E+15,0, ,,,
15955, ,0.155222536,7.84E-07,2.16E+16,1.31E-48,1.08E+16,0, ,,,
15956, ,0.155222536,8.31E-07,2.42E+16,1.31E-48,1.21E+16,0, ,,,
15957, ,0.155222536,8.80E-07,2.72E+16,1.31E-48,1.36E+16,0, ,,,
15958, ,0.155222536,9.33E-07,3.05E+16,1.31E-48,1.53E+16,0, ,,,
15959, ,0.155222536,9.88E-07,3.42E+16,1.31E-48,1.71E+16,0, ,,,
15960, ,0.155222536,1.05E-06,3.84E+16,1.31E-48,1.92E+16,0, ,,,
15961, ,0.155222536,1.11E-06,4.32E+16,1.31E-48,2.16E+16,0, ,,,
15962, ,0.155222536,1.18E-06,4.85E+16,1.31E-48,2.42E+16,0, ,,,
15963, ,0.155222536,1.25E-06,5.44E+16,1.31E-48,2.72E+16,0, ,,,
15964, ,0.155222536,1.32E-06,6.11E+16,1.31E-48,3.05E+16,0, ,,,
15965, ,0.155222536,1.40E-06,6.86E+16,1.31E-48,3.43E+16,0, ,,,
15966, ,0.155222536,1.48E-06,7.70E+16,1.31E-48,3.85E+16,0, ,,,
15967, ,0.155222536,1.57E-06,8.64E+16,1.31E-48,4.32E+16,0, ,,,
15968, ,0.155222536,1.66E-06,9.70E+16,1.31E-48,4.85E+16,0, ,,,
15969, ,0.155222536,1.76E-06,1.09E+17,1.31E-48,5.45E+16,0, ,,,
15970, ,0.155222536,1.87E-06,1.22E+17,1.31E-48,6.11E+16,0, ,,,
15971, ,0.155222536,1.98E-06,1.37E+17,1.31E-48,6.86E+16,0, ,,,
15972, ,0.155222536,2.10E-06,1.54E+17,1.31E-48,7.71E+16,0, ,,,
15973, ,0.155222536,2.22E-06,1.73E+17,1.31E-48,8.65E+16,0, ,,,
15974, ,0.155222536,2.35E-06,1.94E+17,1.31E-48,9.71E+16,0, ,,,
15975, ,0.155222536,2.49E-06,2.18E+17,1.31E-48,1.09E+17,0, ,,,
15976, ,0.155222536,2.64E-06,2.45E+17,1.31E-48,1.22E+17,0, ,,,
15977, ,0.155222536,2.80E-06,2.75E+17,1.31E-48,1.37E+17,0, ,,,
15978, ,0.155222536,2.97E-06,3.09E+17,1.31E-48,1.54E+17,0, ,,,
15979, ,0.155222536,3.14E-06,3.46E+17,1.31E-48,1.73E+17,0, ,,,
