Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s]SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5],LiveTime[s],SommerfeldFile
1387, ,4.1246263829013525,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1388, ,4.1246263829013525,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1389, ,4.1246263829013525,2.894266124716752e-07,None,None,None,None,  , , , ,,
1390, ,4.1246263829013525,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1391, ,4.1246263829013525,5.878016072274911e-07,None,None,None,None,  , , , ,,
1392, ,4.1246263829013525,8.376776400682924e-07,None,None,None,None,  , , , ,,
1393, ,4.1246263829013525,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1394, ,4.1246263829013525,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1395, ,4.1246263829013525,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1396, ,4.1246263829013525,3.455107294592218e-06,None,None,None,None,  , , , ,,
1397, ,4.1246263829013525,4.923882631706742e-06,None,None,None,None,  , , , ,,
1398, ,4.1246263829013525,7.017038286703837e-06,None,None,None,None,  , , , ,,
1399, ,4.1246263829013525,1e-05,None,None,None,None,  , , , ,,
1400, ,4.923882631706742,1e-11,None,None,None,None,  , , , ,,
1401, ,4.923882631706742,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1402, ,4.923882631706742,2.030917620904739e-11,None,None,None,None,  , , , ,,
1403, ,4.923882631706742,2.894266124716752e-11,None,None,None,None,  , , , ,,
1404, ,4.923882631706742,4.124626382901348e-11,None,None,None,None,  , , , ,,
1405, ,4.923882631706742,5.878016072274923e-11,None,None,None,None,  , , , ,,
1406, ,4.923882631706742,8.376776400682924e-11,None,None,None,None,  , , , ,,
1407, ,4.923882631706742,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1408, ,4.923882631706742,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1409, ,4.923882631706742,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1410, ,4.923882631706742,3.455107294592218e-10,None,None,None,None,  , , , ,,
1411, ,4.923882631706742,4.923882631706752e-10,None,None,None,None,  , , , ,,
1412, ,4.923882631706742,7.017038286703836e-10,None,None,None,None,  , , , ,,
1413, ,4.923882631706742,1e-09,None,None,None,None,  , , , ,,
1414, ,4.923882631706742,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1415, ,4.923882631706742,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1416, ,4.923882631706742,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1417, ,4.923882631706742,4.124626382901348e-09,None,None,None,None,  , , , ,,
1418, ,4.923882631706742,5.878016072274924e-09,None,None,None,None,  , , , ,,
1419, ,4.923882631706742,8.376776400682925e-09,None,None,None,None,  , , , ,,
1420, ,4.923882631706742,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1421, ,4.923882631706742,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1422, ,4.923882631706742,2.424462017082331e-08,None,None,None,None,  , , , ,,
1423, ,4.923882631706742,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1424, ,4.923882631706742,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1425, ,4.923882631706742,7.017038286703836e-08,None,None,None,None,  , , , ,,
1426, ,4.923882631706742,1e-07,None,None,None,None,  , , , ,,
1427, ,4.923882631706742,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1428, ,4.923882631706742,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1429, ,4.923882631706742,2.894266124716752e-07,None,None,None,None,  , , , ,,
1430, ,4.923882631706742,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1431, ,4.923882631706742,5.878016072274911e-07,None,None,None,None,  , , , ,,
1432, ,4.923882631706742,8.376776400682924e-07,None,None,None,None,  , , , ,,
1433, ,4.923882631706742,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1434, ,4.923882631706742,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1435, ,4.923882631706742,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1436, ,4.923882631706742,3.455107294592218e-06,None,None,None,None,  , , , ,,
1437, ,4.923882631706742,4.923882631706742e-06,None,None,None,None,  , , , ,,
1438, ,4.923882631706742,7.017038286703837e-06,None,None,None,None,  , , , ,,
1439, ,4.923882631706742,1e-05,None,None,None,None,  , , , ,,
1440, ,5.878016072274912,1e-11,None,None,None,None,  , , , ,,
1441, ,5.878016072274912,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1442, ,5.878016072274912,2.030917620904739e-11,None,None,None,None,  , , , ,,
1443, ,5.878016072274912,2.894266124716752e-11,None,None,None,None,  , , , ,,
1444, ,5.878016072274912,4.124626382901348e-11,None,None,None,None,  , , , ,,
1445, ,5.878016072274912,5.878016072274923e-11,None,None,None,None,  , , , ,,
1446, ,5.878016072274912,8.376776400682924e-11,None,None,None,None,  , , , ,,
1447, ,5.878016072274912,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1448, ,5.878016072274912,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1449, ,5.878016072274912,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1450, ,5.878016072274912,3.455107294592218e-10,None,None,None,None,  , , , ,,
1451, ,5.878016072274912,4.923882631706752e-10,None,None,None,None,  , , , ,,
1452, ,5.878016072274912,7.017038286703836e-10,None,None,None,None,  , , , ,,
1453, ,5.878016072274912,1e-09,None,None,None,None,  , , , ,,
1454, ,5.878016072274912,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1455, ,5.878016072274912,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1456, ,5.878016072274912,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1457, ,5.878016072274912,4.124626382901348e-09,None,None,None,None,  , , , ,,
1458, ,5.878016072274912,5.878016072274924e-09,None,None,None,None,  , , , ,,
1459, ,5.878016072274912,8.376776400682925e-09,None,None,None,None,  , , , ,,
1460, ,5.878016072274912,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1461, ,5.878016072274912,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1462, ,5.878016072274912,2.424462017082331e-08,None,None,None,None,  , , , ,,
1463, ,5.878016072274912,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1464, ,5.878016072274912,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1465, ,5.878016072274912,7.017038286703836e-08,None,None,None,None,  , , , ,,
1466, ,5.878016072274912,1e-07,None,None,None,None,  , , , ,,
1467, ,5.878016072274912,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1468, ,5.878016072274912,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1469, ,5.878016072274912,2.894266124716752e-07,None,None,None,None,  , , , ,,
1470, ,5.878016072274912,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1471, ,5.878016072274912,5.878016072274911e-07,None,None,None,None,  , , , ,,
1472, ,5.878016072274912,8.376776400682924e-07,None,None,None,None,  , , , ,,
1473, ,5.878016072274912,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1474, ,5.878016072274912,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1475, ,5.878016072274912,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1476, ,5.878016072274912,3.455107294592218e-06,None,None,None,None,  , , , ,,
1477, ,5.878016072274912,4.923882631706742e-06,None,None,None,None,  , , , ,,
1478, ,5.878016072274912,7.017038286703837e-06,None,None,None,None,  , , , ,,
1479, ,5.878016072274912,1e-05,None,None,None,None,  , , , ,,
1480, ,7.01703828670383,1e-11,None,None,None,None,  , , , ,,
1481, ,7.01703828670383,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1482, ,7.01703828670383,2.030917620904739e-11,None,None,None,None,  , , , ,,
1483, ,7.01703828670383,2.894266124716752e-11,None,None,None,None,  , , , ,,
1484, ,7.01703828670383,4.124626382901348e-11,None,None,None,None,  , , , ,,
1485, ,7.01703828670383,5.878016072274923e-11,None,None,None,None,  , , , ,,
1486, ,7.01703828670383,8.376776400682924e-11,None,None,None,None,  , , , ,,
1487, ,7.01703828670383,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1488, ,7.01703828670383,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1489, ,7.01703828670383,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1490, ,7.01703828670383,3.455107294592218e-10,None,None,None,None,  , , , ,,
1491, ,7.01703828670383,4.923882631706752e-10,None,None,None,None,  , , , ,,
1492, ,7.01703828670383,7.017038286703836e-10,None,None,None,None,  , , , ,,
1493, ,7.01703828670383,1e-09,None,None,None,None,  , , , ,,
1494, ,7.01703828670383,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1495, ,7.01703828670383,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1496, ,7.01703828670383,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1497, ,7.01703828670383,4.124626382901348e-09,None,None,None,None,  , , , ,,
1498, ,7.01703828670383,5.878016072274924e-09,None,None,None,None,  , , , ,,
1499, ,7.01703828670383,8.376776400682925e-09,None,None,None,None,  , , , ,,
1500, ,7.01703828670383,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1501, ,7.01703828670383,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1502, ,7.01703828670383,2.424462017082331e-08,None,None,None,None,  , , , ,,
1503, ,7.01703828670383,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1504, ,7.01703828670383,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1505, ,7.01703828670383,7.017038286703836e-08,None,None,None,None,  , , , ,,
1506, ,7.01703828670383,1e-07,None,None,None,None,  , , , ,,
1507, ,7.01703828670383,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1508, ,7.01703828670383,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1509, ,7.01703828670383,2.894266124716752e-07,None,None,None,None,  , , , ,,
1510, ,7.01703828670383,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1511, ,7.01703828670383,5.878016072274911e-07,None,None,None,None,  , , , ,,
1512, ,7.01703828670383,8.376776400682924e-07,None,None,None,None,  , , , ,,
1513, ,7.01703828670383,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1514, ,7.01703828670383,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1515, ,7.01703828670383,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1516, ,7.01703828670383,3.455107294592218e-06,None,None,None,None,  , , , ,,
1517, ,7.01703828670383,4.923882631706742e-06,None,None,None,None,  , , , ,,
1518, ,7.01703828670383,7.017038286703837e-06,None,None,None,None,  , , , ,,
1519, ,7.01703828670383,1e-05,None,None,None,None,  , , , ,,
1520, ,8.376776400682925,1e-11,None,None,None,None,  , , , ,,
1521, ,8.376776400682925,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1522, ,8.376776400682925,2.030917620904739e-11,None,None,None,None,  , , , ,,
1523, ,8.376776400682925,2.894266124716752e-11,None,None,None,None,  , , , ,,
1524, ,8.376776400682925,4.124626382901348e-11,None,None,None,None,  , , , ,,
1525, ,8.376776400682925,5.878016072274923e-11,None,None,None,None,  , , , ,,
1526, ,8.376776400682925,8.376776400682924e-11,None,None,None,None,  , , , ,,
1527, ,8.376776400682925,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1528, ,8.376776400682925,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1529, ,8.376776400682925,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1530, ,8.376776400682925,3.455107294592218e-10,None,None,None,None,  , , , ,,
1531, ,8.376776400682925,4.923882631706752e-10,None,None,None,None,  , , , ,,
1532, ,8.376776400682925,7.017038286703836e-10,None,None,None,None,  , , , ,,
1533, ,8.376776400682925,1e-09,None,None,None,None,  , , , ,,
1534, ,8.376776400682925,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1535, ,8.376776400682925,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1536, ,8.376776400682925,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1537, ,8.376776400682925,4.124626382901348e-09,None,None,None,None,  , , , ,,
1538, ,8.376776400682925,5.878016072274924e-09,None,None,None,None,  , , , ,,
1539, ,8.376776400682925,8.376776400682925e-09,None,None,None,None,  , , , ,,
1540, ,8.376776400682925,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1541, ,8.376776400682925,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1542, ,8.376776400682925,2.424462017082331e-08,None,None,None,None,  , , , ,,
1543, ,8.376776400682925,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1544, ,8.376776400682925,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1545, ,8.376776400682925,7.017038286703836e-08,None,None,None,None,  , , , ,,
1546, ,8.376776400682925,1e-07,None,None,None,None,  , , , ,,
1547, ,8.376776400682925,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1548, ,8.376776400682925,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1549, ,8.376776400682925,2.894266124716752e-07,None,None,None,None,  , , , ,,
1550, ,8.376776400682925,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1551, ,8.376776400682925,5.878016072274911e-07,None,None,None,None,  , , , ,,
1552, ,8.376776400682925,8.376776400682924e-07,None,None,None,None,  , , , ,,
1553, ,8.376776400682925,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1554, ,8.376776400682925,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1555, ,8.376776400682925,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1556, ,8.376776400682925,3.455107294592218e-06,None,None,None,None,  , , , ,,
1557, ,8.376776400682925,4.923882631706742e-06,None,None,None,None,  , , , ,,
1558, ,8.376776400682925,7.017038286703837e-06,None,None,None,None,  , , , ,,
1559, ,8.376776400682925,1e-05,None,None,None,None,  , , , ,,
1560, ,10.0,1e-11,None,None,None,None,  , , , ,,
1561, ,10.0,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1562, ,10.0,2.030917620904739e-11,None,None,None,None,  , , , ,,
1563, ,10.0,2.894266124716752e-11,None,None,None,None,  , , , ,,
1564, ,10.0,4.124626382901348e-11,None,None,None,None,  , , , ,,
1565, ,10.0,5.878016072274923e-11,None,None,None,None,  , , , ,,
1566, ,10.0,8.376776400682924e-11,None,None,None,None,  , , , ,,
1567, ,10.0,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1568, ,10.0,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1569, ,10.0,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1570, ,10.0,3.455107294592218e-10,None,None,None,None,  , , , ,,
1571, ,10.0,4.923882631706752e-10,None,None,None,None,  , , , ,,
1572, ,10.0,7.017038286703836e-10,None,None,None,None,  , , , ,,
1573, ,10.0,1e-09,None,None,None,None,  , , , ,,
1574, ,10.0,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1575, ,10.0,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1576, ,10.0,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1577, ,10.0,4.124626382901348e-09,None,None,None,None,  , , , ,,
1578, ,10.0,5.878016072274924e-09,None,None,None,None,  , , , ,,
1579, ,10.0,8.376776400682925e-09,None,None,None,None,  , , , ,,
1580, ,10.0,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1581, ,10.0,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1582, ,10.0,2.424462017082331e-08,None,None,None,None,  , , , ,,
1583, ,10.0,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1584, ,10.0,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1585, ,10.0,7.017038286703836e-08,None,None,None,None,  , , , ,,
1586, ,10.0,1e-07,None,None,None,None,  , , , ,,
1587, ,10.0,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1588, ,10.0,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1589, ,10.0,2.894266124716752e-07,None,None,None,None,  , , , ,,
1590, ,10.0,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1591, ,10.0,5.878016072274911e-07,None,None,None,None,  , , , ,,
1592, ,10.0,8.376776400682924e-07,None,None,None,None,  , , , ,,
1593, ,10.0,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1594, ,10.0,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1595, ,10.0,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1596, ,10.0,3.455107294592218e-06,None,None,None,None,  , , , ,,
1597, ,10.0,4.923882631706742e-06,None,None,None,None,  , , , ,,
1598, ,10.0,7.017038286703837e-06,None,None,None,None,  , , , ,,
1599, ,10.0,1e-05,None,None,None,None,  , , , ,,
