Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s]SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5],LiveTime[s],SommerfeldFile
691, ,0.20309176209047358,4.923882631706752e-10,None,None,None,None,  , , , ,,
692, ,0.20309176209047358,7.017038286703836e-10,None,None,None,None,  , , , ,,
693, ,0.20309176209047358,1e-09,None,None,None,None,  , , , ,,
694, ,0.20309176209047358,1.4251026703029963e-09,None,None,None,None,  , , , ,,
695, ,0.20309176209047358,2.0309176209047387e-09,None,None,None,None,  , , , ,,
696, ,0.20309176209047358,2.8942661247167516e-09,None,None,None,None,  , , , ,,
697, ,0.20309176209047358,4.124626382901348e-09,None,None,None,None,  , , , ,,
698, ,0.20309176209047358,5.878016072274924e-09,None,None,None,None,  , , , ,,
699, ,0.20309176209047358,8.376776400682925e-09,None,None,None,None,  , , , ,,
700, ,0.20309176209047358,1.1937766417144358e-08,None,None,None,None,  , , , ,,
701, ,0.20309176209047358,1.7012542798525893e-08,None,None,None,None,  , , , ,,
702, ,0.20309176209047358,2.424462017082331e-08,None,None,None,None,  , , , ,,
703, ,0.20309176209047358,3.4551072945922184e-08,None,None,None,None,  , , , ,,
704, ,0.20309176209047358,4.9238826317067414e-08,None,None,None,None,  , , , ,,
705, ,0.20309176209047358,7.017038286703836e-08,None,None,None,None,  , , , ,,
706, ,0.20309176209047358,1e-07,None,None,None,None,  , , , ,,
707, ,0.20309176209047358,1.4251026703029992e-07,None,None,None,None,  , , , ,,
708, ,0.20309176209047358,2.0309176209047388e-07,None,None,None,None,  , , , ,,
709, ,0.20309176209047358,2.894266124716752e-07,None,None,None,None,  , , , ,,
710, ,0.20309176209047358,4.1246263829013564e-07,None,None,None,None,  , , , ,,
711, ,0.20309176209047358,5.878016072274911e-07,None,None,None,None,  , , , ,,
712, ,0.20309176209047358,8.376776400682924e-07,None,None,None,None,  , , , ,,
713, ,0.20309176209047358,1.1937766417144382e-06,None,None,None,None,  , , , ,,
714, ,0.20309176209047358,1.7012542798525892e-06,None,None,None,None,  , , , ,,
715, ,0.20309176209047358,2.4244620170823308e-06,None,None,None,None,  , , , ,,
716, ,0.20309176209047358,3.455107294592218e-06,None,None,None,None,  , , , ,,
717, ,0.20309176209047358,4.923882631706742e-06,None,None,None,None,  , , , ,,
718, ,0.20309176209047358,7.017038286703837e-06,None,None,None,None,  , , , ,,
719, ,0.20309176209047358,1e-05,None,None,None,None,  , , , ,,
720, ,0.24244620170823283,1e-11,None,None,None,None,  , , , ,,
721, ,0.24244620170823283,1.4251026703029963e-11,None,None,None,None,  , , , ,,
722, ,0.24244620170823283,2.030917620904739e-11,None,None,None,None,  , , , ,,
723, ,0.24244620170823283,2.894266124716752e-11,None,None,None,None,  , , , ,,
724, ,0.24244620170823283,4.124626382901348e-11,None,None,None,None,  , , , ,,
725, ,0.24244620170823283,5.878016072274923e-11,None,None,None,None,  , , , ,,
726, ,0.24244620170823283,8.376776400682924e-11,None,None,None,None,  , , , ,,
727, ,0.24244620170823283,1.1937766417144357e-10,None,None,None,None,  , , , ,,
728, ,0.24244620170823283,1.7012542798525856e-10,None,None,None,None,  , , , ,,
729, ,0.24244620170823283,2.4244620170823307e-10,None,None,None,None,  , , , ,,
730, ,0.24244620170823283,3.455107294592218e-10,None,None,None,None,  , , , ,,
731, ,0.24244620170823283,4.923882631706752e-10,None,None,None,None,  , , , ,,
732, ,0.24244620170823283,7.017038286703836e-10,None,None,None,None,  , , , ,,
733, ,0.24244620170823283,1e-09,None,None,None,None,  , , , ,,
734, ,0.24244620170823283,1.4251026703029963e-09,None,None,None,None,  , , , ,,
735, ,0.24244620170823283,2.0309176209047387e-09,None,None,None,None,  , , , ,,
736, ,0.24244620170823283,2.8942661247167516e-09,None,None,None,None,  , , , ,,
737, ,0.24244620170823283,4.124626382901348e-09,None,None,None,None,  , , , ,,
738, ,0.24244620170823283,5.878016072274924e-09,None,None,None,None,  , , , ,,
739, ,0.24244620170823283,8.376776400682925e-09,None,None,None,None,  , , , ,,
740, ,0.24244620170823283,1.1937766417144358e-08,None,None,None,None,  , , , ,,
741, ,0.24244620170823283,1.7012542798525893e-08,None,None,None,None,  , , , ,,
742, ,0.24244620170823283,2.424462017082331e-08,None,None,None,None,  , , , ,,
743, ,0.24244620170823283,3.4551072945922184e-08,None,None,None,None,  , , , ,,
744, ,0.24244620170823283,4.9238826317067414e-08,None,None,None,None,  , , , ,,
745, ,0.24244620170823283,7.017038286703836e-08,None,None,None,None,  , , , ,,
746, ,0.24244620170823283,1e-07,None,None,None,None,  , , , ,,
747, ,0.24244620170823283,1.4251026703029992e-07,None,None,None,None,  , , , ,,
748, ,0.24244620170823283,2.0309176209047388e-07,None,None,None,None,  , , , ,,
749, ,0.24244620170823283,2.894266124716752e-07,None,None,None,None,  , , , ,,
750, ,0.24244620170823283,4.1246263829013564e-07,None,None,None,None,  , , , ,,
751, ,0.24244620170823283,5.878016072274911e-07,None,None,None,None,  , , , ,,
752, ,0.24244620170823283,8.376776400682924e-07,None,None,None,None,  , , , ,,
753, ,0.24244620170823283,1.1937766417144382e-06,None,None,None,None,  , , , ,,
754, ,0.24244620170823283,1.7012542798525892e-06,None,None,None,None,  , , , ,,
755, ,0.24244620170823283,2.4244620170823308e-06,None,None,None,None,  , , , ,,
756, ,0.24244620170823283,3.455107294592218e-06,None,None,None,None,  , , , ,,
757, ,0.24244620170823283,4.923882631706742e-06,None,None,None,None,  , , , ,,
758, ,0.24244620170823283,7.017038286703837e-06,None,None,None,None,  , , , ,,
759, ,0.24244620170823283,1e-05,None,None,None,None,  , , , ,,
760, ,0.28942661247167517,1e-11,None,None,None,None,  , , , ,,
761, ,0.28942661247167517,1.4251026703029963e-11,None,None,None,None,  , , , ,,
762, ,0.28942661247167517,2.030917620904739e-11,None,None,None,None,  , , , ,,
763, ,0.28942661247167517,2.894266124716752e-11,None,None,None,None,  , , , ,,
764, ,0.28942661247167517,4.124626382901348e-11,None,None,None,None,  , , , ,,
765, ,0.28942661247167517,5.878016072274923e-11,None,None,None,None,  , , , ,,
766, ,0.28942661247167517,8.376776400682924e-11,None,None,None,None,  , , , ,,
767, ,0.28942661247167517,1.1937766417144357e-10,None,None,None,None,  , , , ,,
768, ,0.28942661247167517,1.7012542798525856e-10,None,None,None,None,  , , , ,,
769, ,0.28942661247167517,2.4244620170823307e-10,None,None,None,None,  , , , ,,
770, ,0.28942661247167517,3.455107294592218e-10,None,None,None,None,  , , , ,,
771, ,0.28942661247167517,4.923882631706752e-10,None,None,None,None,  , , , ,,
772, ,0.28942661247167517,7.017038286703836e-10,None,None,None,None,  , , , ,,
773, ,0.28942661247167517,1e-09,None,None,None,None,  , , , ,,
774, ,0.28942661247167517,1.4251026703029963e-09,None,None,None,None,  , , , ,,
775, ,0.28942661247167517,2.0309176209047387e-09,None,None,None,None,  , , , ,,
776, ,0.28942661247167517,2.8942661247167516e-09,None,None,None,None,  , , , ,,
777, ,0.28942661247167517,4.124626382901348e-09,None,None,None,None,  , , , ,,
778, ,0.28942661247167517,5.878016072274924e-09,None,None,None,None,  , , , ,,
779, ,0.28942661247167517,8.376776400682925e-09,None,None,None,None,  , , , ,,
780, ,0.28942661247167517,1.1937766417144358e-08,None,None,None,None,  , , , ,,
781, ,0.28942661247167517,1.7012542798525893e-08,None,None,None,None,  , , , ,,
782, ,0.28942661247167517,2.424462017082331e-08,None,None,None,None,  , , , ,,
783, ,0.28942661247167517,3.4551072945922184e-08,None,None,None,None,  , , , ,,
784, ,0.28942661247167517,4.9238826317067414e-08,None,None,None,None,  , , , ,,
785, ,0.28942661247167517,7.017038286703836e-08,None,None,None,None,  , , , ,,
786, ,0.28942661247167517,1e-07,None,None,None,None,  , , , ,,
787, ,0.28942661247167517,1.4251026703029992e-07,None,None,None,None,  , , , ,,
788, ,0.28942661247167517,2.0309176209047388e-07,None,None,None,None,  , , , ,,
789, ,0.28942661247167517,2.894266124716752e-07,None,None,None,None,  , , , ,,
790, ,0.28942661247167517,4.1246263829013564e-07,None,None,None,None,  , , , ,,
791, ,0.28942661247167517,5.878016072274911e-07,None,None,None,None,  , , , ,,
792, ,0.28942661247167517,8.376776400682924e-07,None,None,None,None,  , , , ,,
793, ,0.28942661247167517,1.1937766417144382e-06,None,None,None,None,  , , , ,,
794, ,0.28942661247167517,1.7012542798525892e-06,None,None,None,None,  , , , ,,
795, ,0.28942661247167517,2.4244620170823308e-06,None,None,None,None,  , , , ,,
796, ,0.28942661247167517,3.455107294592218e-06,None,None,None,None,  , , , ,,
797, ,0.28942661247167517,4.923882631706742e-06,None,None,None,None,  , , , ,,
798, ,0.28942661247167517,7.017038286703837e-06,None,None,None,None,  , , , ,,
799, ,0.28942661247167517,1e-05,None,None,None,None,  , , , ,,
800, ,0.345510729459222,1e-11,None,None,None,None,  , , , ,,
801, ,0.345510729459222,1.4251026703029963e-11,None,None,None,None,  , , , ,,
802, ,0.345510729459222,2.030917620904739e-11,None,None,None,None,  , , , ,,
803, ,0.345510729459222,2.894266124716752e-11,None,None,None,None,  , , , ,,
804, ,0.345510729459222,4.124626382901348e-11,None,None,None,None,  , , , ,,
805, ,0.345510729459222,5.878016072274923e-11,None,None,None,None,  , , , ,,
806, ,0.345510729459222,8.376776400682924e-11,None,None,None,None,  , , , ,,
807, ,0.345510729459222,1.1937766417144357e-10,None,None,None,None,  , , , ,,
808, ,0.345510729459222,1.7012542798525856e-10,None,None,None,None,  , , , ,,
809, ,0.345510729459222,2.4244620170823307e-10,None,None,None,None,  , , , ,,
810, ,0.345510729459222,3.455107294592218e-10,None,None,None,None,  , , , ,,
811, ,0.345510729459222,4.923882631706752e-10,None,None,None,None,  , , , ,,
812, ,0.345510729459222,7.017038286703836e-10,None,None,None,None,  , , , ,,
813, ,0.345510729459222,1e-09,None,None,None,None,  , , , ,,
814, ,0.345510729459222,1.4251026703029963e-09,None,None,None,None,  , , , ,,
815, ,0.345510729459222,2.0309176209047387e-09,None,None,None,None,  , , , ,,
816, ,0.345510729459222,2.8942661247167516e-09,None,None,None,None,  , , , ,,
817, ,0.345510729459222,4.124626382901348e-09,None,None,None,None,  , , , ,,
818, ,0.345510729459222,5.878016072274924e-09,None,None,None,None,  , , , ,,
819, ,0.345510729459222,8.376776400682925e-09,None,None,None,None,  , , , ,,
820, ,0.345510729459222,1.1937766417144358e-08,None,None,None,None,  , , , ,,
821, ,0.345510729459222,1.7012542798525893e-08,None,None,None,None,  , , , ,,
822, ,0.345510729459222,2.424462017082331e-08,None,None,None,None,  , , , ,,
823, ,0.345510729459222,3.4551072945922184e-08,None,None,None,None,  , , , ,,
824, ,0.345510729459222,4.9238826317067414e-08,None,None,None,None,  , , , ,,
825, ,0.345510729459222,7.017038286703836e-08,None,None,None,None,  , , , ,,
826, ,0.345510729459222,1e-07,None,None,None,None,  , , , ,,
827, ,0.345510729459222,1.4251026703029992e-07,None,None,None,None,  , , , ,,
828, ,0.345510729459222,2.0309176209047388e-07,None,None,None,None,  , , , ,,
829, ,0.345510729459222,2.894266124716752e-07,None,None,None,None,  , , , ,,
830, ,0.345510729459222,4.1246263829013564e-07,None,None,None,None,  , , , ,,
831, ,0.345510729459222,5.878016072274911e-07,None,None,None,None,  , , , ,,
832, ,0.345510729459222,8.376776400682924e-07,None,None,None,None,  , , , ,,
833, ,0.345510729459222,1.1937766417144382e-06,None,None,None,None,  , , , ,,
834, ,0.345510729459222,1.7012542798525892e-06,None,None,None,None,  , , , ,,
835, ,0.345510729459222,2.4244620170823308e-06,None,None,None,None,  , , , ,,
836, ,0.345510729459222,3.455107294592218e-06,None,None,None,None,  , , , ,,
837, ,0.345510729459222,4.923882631706742e-06,None,None,None,None,  , , , ,,
838, ,0.345510729459222,7.017038286703837e-06,None,None,None,None,  , , , ,,
839, ,0.345510729459222,1e-05,None,None,None,None,  , , , ,,
840, ,0.41246263829013524,1e-11,None,None,None,None,  , , , ,,
841, ,0.41246263829013524,1.4251026703029963e-11,None,None,None,None,  , , , ,,
842, ,0.41246263829013524,2.030917620904739e-11,None,None,None,None,  , , , ,,
843, ,0.41246263829013524,2.894266124716752e-11,None,None,None,None,  , , , ,,
844, ,0.41246263829013524,4.124626382901348e-11,None,None,None,None,  , , , ,,
845, ,0.41246263829013524,5.878016072274923e-11,None,None,None,None,  , , , ,,
846, ,0.41246263829013524,8.376776400682924e-11,None,None,None,None,  , , , ,,
847, ,0.41246263829013524,1.1937766417144357e-10,None,None,None,None,  , , , ,,
848, ,0.41246263829013524,1.7012542798525856e-10,None,None,None,None,  , , , ,,
849, ,0.41246263829013524,2.4244620170823307e-10,None,None,None,None,  , , , ,,
850, ,0.41246263829013524,3.455107294592218e-10,None,None,None,None,  , , , ,,
851, ,0.41246263829013524,4.923882631706752e-10,None,None,None,None,  , , , ,,
852, ,0.41246263829013524,7.017038286703836e-10,None,None,None,None,  , , , ,,
853, ,0.41246263829013524,1e-09,None,None,None,None,  , , , ,,
854, ,0.41246263829013524,1.4251026703029963e-09,None,None,None,None,  , , , ,,
855, ,0.41246263829013524,2.0309176209047387e-09,None,None,None,None,  , , , ,,
856, ,0.41246263829013524,2.8942661247167516e-09,None,None,None,None,  , , , ,,
857, ,0.41246263829013524,4.124626382901348e-09,None,None,None,None,  , , , ,,
858, ,0.41246263829013524,5.878016072274924e-09,None,None,None,None,  , , , ,,
859, ,0.41246263829013524,8.376776400682925e-09,None,None,None,None,  , , , ,,
860, ,0.41246263829013524,1.1937766417144358e-08,None,None,None,None,  , , , ,,
861, ,0.41246263829013524,1.7012542798525893e-08,None,None,None,None,  , , , ,,
862, ,0.41246263829013524,2.424462017082331e-08,None,None,None,None,  , , , ,,
863, ,0.41246263829013524,3.4551072945922184e-08,None,None,None,None,  , , , ,,
864, ,0.41246263829013524,4.9238826317067414e-08,None,None,None,None,  , , , ,,
865, ,0.41246263829013524,7.017038286703836e-08,None,None,None,None,  , , , ,,
866, ,0.41246263829013524,1e-07,None,None,None,None,  , , , ,,
867, ,0.41246263829013524,1.4251026703029992e-07,None,None,None,None,  , , , ,,
868, ,0.41246263829013524,2.0309176209047388e-07,None,None,None,None,  , , , ,,
869, ,0.41246263829013524,2.894266124716752e-07,None,None,None,None,  , , , ,,
870, ,0.41246263829013524,4.1246263829013564e-07,None,None,None,None,  , , , ,,
871, ,0.41246263829013524,5.878016072274911e-07,None,None,None,None,  , , , ,,
872, ,0.41246263829013524,8.376776400682924e-07,None,None,None,None,  , , , ,,
873, ,0.41246263829013524,1.1937766417144382e-06,None,None,None,None,  , , , ,,
874, ,0.41246263829013524,1.7012542798525892e-06,None,None,None,None,  , , , ,,
875, ,0.41246263829013524,2.4244620170823308e-06,None,None,None,None,  , , , ,,
876, ,0.41246263829013524,3.455107294592218e-06,None,None,None,None,  , , , ,,
877, ,0.41246263829013524,4.923882631706742e-06,None,None,None,None,  , , , ,,
878, ,0.41246263829013524,7.017038286703837e-06,None,None,None,None,  , , , ,,
879, ,0.41246263829013524,1e-05,None,None,None,None,  , , , ,,
880, ,0.49238826317067413,1e-11,None,None,None,None,  , , , ,,
881, ,0.49238826317067413,1.4251026703029963e-11,None,None,None,None,  , , , ,,
882, ,0.49238826317067413,2.030917620904739e-11,None,None,None,None,  , , , ,,
883, ,0.49238826317067413,2.894266124716752e-11,None,None,None,None,  , , , ,,
884, ,0.49238826317067413,4.124626382901348e-11,None,None,None,None,  , , , ,,
885, ,0.49238826317067413,5.878016072274923e-11,None,None,None,None,  , , , ,,
886, ,0.49238826317067413,8.376776400682924e-11,None,None,None,None,  , , , ,,
887, ,0.49238826317067413,1.1937766417144357e-10,None,None,None,None,  , , , ,,
888, ,0.49238826317067413,1.7012542798525856e-10,None,None,None,None,  , , , ,,
889, ,0.49238826317067413,2.4244620170823307e-10,None,None,None,None,  , , , ,,
890, ,0.49238826317067413,3.455107294592218e-10,None,None,None,None,  , , , ,,
891, ,0.49238826317067413,4.923882631706752e-10,None,None,None,None,  , , , ,,
892, ,0.49238826317067413,7.017038286703836e-10,None,None,None,None,  , , , ,,
893, ,0.49238826317067413,1e-09,None,None,None,None,  , , , ,,
894, ,0.49238826317067413,1.4251026703029963e-09,None,None,None,None,  , , , ,,
895, ,0.49238826317067413,2.0309176209047387e-09,None,None,None,None,  , , , ,,
896, ,0.49238826317067413,2.8942661247167516e-09,None,None,None,None,  , , , ,,
897, ,0.49238826317067413,4.124626382901348e-09,None,None,None,None,  , , , ,,
898, ,0.49238826317067413,5.878016072274924e-09,None,None,None,None,  , , , ,,
899, ,0.49238826317067413,8.376776400682925e-09,None,None,None,None,  , , , ,,
900, ,0.49238826317067413,1.1937766417144358e-08,None,None,None,None,  , , , ,,
901, ,0.49238826317067413,1.7012542798525893e-08,None,None,None,None,  , , , ,,
902, ,0.49238826317067413,2.424462017082331e-08,None,None,None,None,  , , , ,,
903, ,0.49238826317067413,3.4551072945922184e-08,None,None,None,None,  , , , ,,
904, ,0.49238826317067413,4.9238826317067414e-08,None,None,None,None,  , , , ,,
905, ,0.49238826317067413,7.017038286703836e-08,None,None,None,None,  , , , ,,
906, ,0.49238826317067413,1e-07,None,None,None,None,  , , , ,,
907, ,0.49238826317067413,1.4251026703029992e-07,None,None,None,None,  , , , ,,
908, ,0.49238826317067413,2.0309176209047388e-07,None,None,None,None,  , , , ,,
909, ,0.49238826317067413,2.894266124716752e-07,None,None,None,None,  , , , ,,
910, ,0.49238826317067413,4.1246263829013564e-07,None,None,None,None,  , , , ,,
911, ,0.49238826317067413,5.878016072274911e-07,None,None,None,None,  , , , ,,
912, ,0.49238826317067413,8.376776400682924e-07,None,None,None,None,  , , , ,,
913, ,0.49238826317067413,1.1937766417144382e-06,None,None,None,None,  , , , ,,
914, ,0.49238826317067413,1.7012542798525892e-06,None,None,None,None,  , , , ,,
915, ,0.49238826317067413,2.4244620170823308e-06,None,None,None,None,  , , , ,,
916, ,0.49238826317067413,3.455107294592218e-06,None,None,None,None,  , , , ,,
917, ,0.49238826317067413,4.923882631706742e-06,None,None,None,None,  , , , ,,
918, ,0.49238826317067413,7.017038286703837e-06,None,None,None,None,  , , , ,,
919, ,0.49238826317067413,1e-05,None,None,None,None,  , , , ,,
920, ,0.5878016072274915,1e-11,None,None,None,None,  , , , ,,
921, ,0.5878016072274915,1.4251026703029963e-11,None,None,None,None,  , , , ,,
922, ,0.5878016072274915,2.030917620904739e-11,None,None,None,None,  , , , ,,
923, ,0.5878016072274915,2.894266124716752e-11,None,None,None,None,  , , , ,,
924, ,0.5878016072274915,4.124626382901348e-11,None,None,None,None,  , , , ,,
925, ,0.5878016072274915,5.878016072274923e-11,None,None,None,None,  , , , ,,
926, ,0.5878016072274915,8.376776400682924e-11,None,None,None,None,  , , , ,,
927, ,0.5878016072274915,1.1937766417144357e-10,None,None,None,None,  , , , ,,
928, ,0.5878016072274915,1.7012542798525856e-10,None,None,None,None,  , , , ,,
929, ,0.5878016072274915,2.4244620170823307e-10,None,None,None,None,  , , , ,,
930, ,0.5878016072274915,3.455107294592218e-10,None,None,None,None,  , , , ,,
931, ,0.5878016072274915,4.923882631706752e-10,None,None,None,None,  , , , ,,
932, ,0.5878016072274915,7.017038286703836e-10,None,None,None,None,  , , , ,,
933, ,0.5878016072274915,1e-09,None,None,None,None,  , , , ,,
934, ,0.5878016072274915,1.4251026703029963e-09,None,None,None,None,  , , , ,,
935, ,0.5878016072274915,2.0309176209047387e-09,None,None,None,None,  , , , ,,
936, ,0.5878016072274915,2.8942661247167516e-09,None,None,None,None,  , , , ,,
937, ,0.5878016072274915,4.124626382901348e-09,None,None,None,None,  , , , ,,
938, ,0.5878016072274915,5.878016072274924e-09,None,None,None,None,  , , , ,,
939, ,0.5878016072274915,8.376776400682925e-09,None,None,None,None,  , , , ,,
940, ,0.5878016072274915,1.1937766417144358e-08,None,None,None,None,  , , , ,,
941, ,0.5878016072274915,1.7012542798525893e-08,None,None,None,None,  , , , ,,
942, ,0.5878016072274915,2.424462017082331e-08,None,None,None,None,  , , , ,,
943, ,0.5878016072274915,3.4551072945922184e-08,None,None,None,None,  , , , ,,
944, ,0.5878016072274915,4.9238826317067414e-08,None,None,None,None,  , , , ,,
945, ,0.5878016072274915,7.017038286703836e-08,None,None,None,None,  , , , ,,
946, ,0.5878016072274915,1e-07,None,None,None,None,  , , , ,,
947, ,0.5878016072274915,1.4251026703029992e-07,None,None,None,None,  , , , ,,
948, ,0.5878016072274915,2.0309176209047388e-07,None,None,None,None,  , , , ,,
949, ,0.5878016072274915,2.894266124716752e-07,None,None,None,None,  , , , ,,
950, ,0.5878016072274915,4.1246263829013564e-07,None,None,None,None,  , , , ,,
951, ,0.5878016072274915,5.878016072274911e-07,None,None,None,None,  , , , ,,
952, ,0.5878016072274915,8.376776400682924e-07,None,None,None,None,  , , , ,,
953, ,0.5878016072274915,1.1937766417144382e-06,None,None,None,None,  , , , ,,
954, ,0.5878016072274915,1.7012542798525892e-06,None,None,None,None,  , , , ,,
955, ,0.5878016072274915,2.4244620170823308e-06,None,None,None,None,  , , , ,,
956, ,0.5878016072274915,3.455107294592218e-06,None,None,None,None,  , , , ,,
957, ,0.5878016072274915,4.923882631706742e-06,None,None,None,None,  , , , ,,
958, ,0.5878016072274915,7.017038286703837e-06,None,None,None,None,  , , , ,,
959, ,0.5878016072274915,1e-05,None,None,None,None,  , , , ,,
960, ,0.701703828670383,1e-11,None,None,None,None,  , , , ,,
961, ,0.701703828670383,1.4251026703029963e-11,None,None,None,None,  , , , ,,
962, ,0.701703828670383,2.030917620904739e-11,None,None,None,None,  , , , ,,
963, ,0.701703828670383,2.894266124716752e-11,None,None,None,None,  , , , ,,
964, ,0.701703828670383,4.124626382901348e-11,None,None,None,None,  , , , ,,
965, ,0.701703828670383,5.878016072274923e-11,None,None,None,None,  , , , ,,
966, ,0.701703828670383,8.376776400682924e-11,None,None,None,None,  , , , ,,
967, ,0.701703828670383,1.1937766417144357e-10,None,None,None,None,  , , , ,,
968, ,0.701703828670383,1.7012542798525856e-10,None,None,None,None,  , , , ,,
969, ,0.701703828670383,2.4244620170823307e-10,None,None,None,None,  , , , ,,
970, ,0.701703828670383,3.455107294592218e-10,None,None,None,None,  , , , ,,
971, ,0.701703828670383,4.923882631706752e-10,None,None,None,None,  , , , ,,
972, ,0.701703828670383,7.017038286703836e-10,None,None,None,None,  , , , ,,
973, ,0.701703828670383,1e-09,None,None,None,None,  , , , ,,
974, ,0.701703828670383,1.4251026703029963e-09,None,None,None,None,  , , , ,,
975, ,0.701703828670383,2.0309176209047387e-09,None,None,None,None,  , , , ,,
976, ,0.701703828670383,2.8942661247167516e-09,None,None,None,None,  , , , ,,
977, ,0.701703828670383,4.124626382901348e-09,None,None,None,None,  , , , ,,
978, ,0.701703828670383,5.878016072274924e-09,None,None,None,None,  , , , ,,
979, ,0.701703828670383,8.376776400682925e-09,None,None,None,None,  , , , ,,
980, ,0.701703828670383,1.1937766417144358e-08,None,None,None,None,  , , , ,,
981, ,0.701703828670383,1.7012542798525893e-08,None,None,None,None,  , , , ,,
982, ,0.701703828670383,2.424462017082331e-08,None,None,None,None,  , , , ,,
983, ,0.701703828670383,3.4551072945922184e-08,None,None,None,None,  , , , ,,
984, ,0.701703828670383,4.9238826317067414e-08,None,None,None,None,  , , , ,,
985, ,0.701703828670383,7.017038286703836e-08,None,None,None,None,  , , , ,,
986, ,0.701703828670383,1e-07,None,None,None,None,  , , , ,,
987, ,0.701703828670383,1.4251026703029992e-07,None,None,None,None,  , , , ,,
988, ,0.701703828670383,2.0309176209047388e-07,None,None,None,None,  , , , ,,
989, ,0.701703828670383,2.894266124716752e-07,None,None,None,None,  , , , ,,
990, ,0.701703828670383,4.1246263829013564e-07,None,None,None,None,  , , , ,,
991, ,0.701703828670383,5.878016072274911e-07,None,None,None,None,  , , , ,,
992, ,0.701703828670383,8.376776400682924e-07,None,None,None,None,  , , , ,,
993, ,0.701703828670383,1.1937766417144382e-06,None,None,None,None,  , , , ,,
994, ,0.701703828670383,1.7012542798525892e-06,None,None,None,None,  , , , ,,
995, ,0.701703828670383,2.4244620170823308e-06,None,None,None,None,  , , , ,,
996, ,0.701703828670383,3.455107294592218e-06,None,None,None,None,  , , , ,,
997, ,0.701703828670383,4.923882631706742e-06,None,None,None,None,  , , , ,,
998, ,0.701703828670383,7.017038286703837e-06,None,None,None,None,  , , , ,,
999, ,0.701703828670383,1e-05,None,None,None,None,  , , , ,,
1000, ,0.837677640068292,1e-11,None,None,None,None,  , , , ,,
1001, ,0.837677640068292,1.4251026703029963e-11,None,None,None,None,  , , , ,,
1002, ,0.837677640068292,2.030917620904739e-11,None,None,None,None,  , , , ,,
1003, ,0.837677640068292,2.894266124716752e-11,None,None,None,None,  , , , ,,
1004, ,0.837677640068292,4.124626382901348e-11,None,None,None,None,  , , , ,,
1005, ,0.837677640068292,5.878016072274923e-11,None,None,None,None,  , , , ,,
1006, ,0.837677640068292,8.376776400682924e-11,None,None,None,None,  , , , ,,
1007, ,0.837677640068292,1.1937766417144357e-10,None,None,None,None,  , , , ,,
1008, ,0.837677640068292,1.7012542798525856e-10,None,None,None,None,  , , , ,,
1009, ,0.837677640068292,2.4244620170823307e-10,None,None,None,None,  , , , ,,
1010, ,0.837677640068292,3.455107294592218e-10,None,None,None,None,  , , , ,,
1011, ,0.837677640068292,4.923882631706752e-10,None,None,None,None,  , , , ,,
1012, ,0.837677640068292,7.017038286703836e-10,None,None,None,None,  , , , ,,
1013, ,0.837677640068292,1e-09,None,None,None,None,  , , , ,,
1014, ,0.837677640068292,1.4251026703029963e-09,None,None,None,None,  , , , ,,
1015, ,0.837677640068292,2.0309176209047387e-09,None,None,None,None,  , , , ,,
1016, ,0.837677640068292,2.8942661247167516e-09,None,None,None,None,  , , , ,,
1017, ,0.837677640068292,4.124626382901348e-09,None,None,None,None,  , , , ,,
1018, ,0.837677640068292,5.878016072274924e-09,None,None,None,None,  , , , ,,
1019, ,0.837677640068292,8.376776400682925e-09,None,None,None,None,  , , , ,,
1020, ,0.837677640068292,1.1937766417144358e-08,None,None,None,None,  , , , ,,
1021, ,0.837677640068292,1.7012542798525893e-08,None,None,None,None,  , , , ,,
1022, ,0.837677640068292,2.424462017082331e-08,None,None,None,None,  , , , ,,
1023, ,0.837677640068292,3.4551072945922184e-08,None,None,None,None,  , , , ,,
1024, ,0.837677640068292,4.9238826317067414e-08,None,None,None,None,  , , , ,,
1025, ,0.837677640068292,7.017038286703836e-08,None,None,None,None,  , , , ,,
1026, ,0.837677640068292,1e-07,None,None,None,None,  , , , ,,
1027, ,0.837677640068292,1.4251026703029992e-07,None,None,None,None,  , , , ,,
1028, ,0.837677640068292,2.0309176209047388e-07,None,None,None,None,  , , , ,,
1029, ,0.837677640068292,2.894266124716752e-07,None,None,None,None,  , , , ,,
1030, ,0.837677640068292,4.1246263829013564e-07,None,None,None,None,  , , , ,,
1031, ,0.837677640068292,5.878016072274911e-07,None,None,None,None,  , , , ,,
1032, ,0.837677640068292,8.376776400682924e-07,None,None,None,None,  , , , ,,
1033, ,0.837677640068292,1.1937766417144382e-06,None,None,None,None,  , , , ,,
1034, ,0.837677640068292,1.7012542798525892e-06,None,None,None,None,  , , , ,,
1035, ,0.837677640068292,2.4244620170823308e-06,None,None,None,None,  , , , ,,
1036, ,0.837677640068292,3.455107294592218e-06,None,None,None,None,  , , , ,,
1037, ,0.837677640068292,4.923882631706742e-06,None,None,None,None,  , , , ,,
1038, ,0.837677640068292,7.017038286703837e-06,None,None,None,None,  , , , ,,
1039, ,0.837677640068292,1e-05,None,None,None,None,  , , , ,,
1040, ,1.0,1e-11,None,None,None,None,  , , , ,,
